clean_match_id,match_date_utc,competition_code,season,team_a_name,team_b_name,target_result,predicted_result,elo_gap,abs_elo_gap,elo_gap_bucket,is_neutral_venue,host_advantage_side,is_group_stage,is_knockout_stage
9675,2025-11-13 23:00:00+00:00,WCQ,2025,Poland,Netherlands,DRAW,TEAM_B_WIN,-219.782,219.782,200-400,False,TEAM_A,False,False
9562,2025-10-08 22:00:00+00:00,WCQ,2025,Czech Republic,Croatia,DRAW,TEAM_B_WIN,-221.032,221.032,200-400,False,TEAM_A,False,False
7960,2019-09-09 22:00:00+00:00,WCQ,2019,Qatar,India,DRAW,TEAM_A_WIN,221.54,221.54,200-400,False,TEAM_A,False,False
8870,2023-10-16 22:00:00+00:00,WCQ,2023,Macau,Myanmar,DRAW,TEAM_B_WIN,-222.07,222.07,200-400,False,TEAM_A,False,False
8506,2021-10-10 22:00:00+00:00,WCQ,2021,Croatia,Slovakia,DRAW,TEAM_A_WIN,222.597,222.597,200-400,False,TEAM_A,False,False
8608,2021-11-12 23:00:00+00:00,WCQ,2021,Norway,Latvia,DRAW,TEAM_A_WIN,224.108,224.108,200-400,False,TEAM_A,False,False
8960,2023-11-20 23:00:00+00:00,WCQ,2023,Togo,Senegal,DRAW,TEAM_B_WIN,-225.059,225.059,200-400,False,TEAM_A,False,False
8303,2021-09-01 22:00:00+00:00,WCQ,2021,Italy,Bulgaria,DRAW,TEAM_A_WIN,225.913,225.913,200-400,False,TEAM_A,False,False
8926,2023-11-18 23:00:00+00:00,WCQ,2023,Zimbabwe,Nigeria,DRAW,TEAM_B_WIN,-228.566,228.566,200-400,True,NONE,False,False
9100,2024-06-10 22:00:00+00:00,WCQ,2024,Kenya,Ivory Coast,DRAW,TEAM_B_WIN,-232.325,232.325,200-400,True,NONE,False,False
8975,2024-03-20 23:00:00+00:00,WCQ,2024,Myanmar,Syria,DRAW,TEAM_B_WIN,-234.11,234.11,200-400,False,TEAM_A,False,False
8556,2021-11-10 23:00:00+00:00,WCQ,2021,Togo,Senegal,DRAW,TEAM_B_WIN,-235.287,235.287,200-400,False,TEAM_A,False,False
9529,2025-09-08 22:00:00+00:00,WCQ,2025,Cyprus,Romania,DRAW,TEAM_B_WIN,-236.568,236.568,200-400,False,TEAM_A,False,False
7994,2019-10-14 22:00:00+00:00,WCQ,2019,Philippines,China PR,DRAW,TEAM_B_WIN,-237.248,237.248,200-400,False,TEAM_A,False,False
8565,2021-11-10 23:00:00+00:00,WCQ,2021,Republic of Ireland,Portugal,DRAW,TEAM_B_WIN,-242.057,242.057,200-400,False,TEAM_A,False,False
8631,2021-11-14 23:00:00+00:00,WCQ,2021,Northern Ireland,Italy,DRAW,TEAM_B_WIN,-243.872,243.872,200-400,False,TEAM_A,False,False
8933,2023-11-19 23:00:00+00:00,WCQ,2023,Mali,Central African Republic,DRAW,TEAM_A_WIN,246.024,246.024,200-400,False,TEAM_A,False,False
8904,2023-11-15 23:00:00+00:00,WCQ,2023,Nigeria,Lesotho,DRAW,TEAM_A_WIN,246.638,246.638,200-400,False,TEAM_A,False,False
8402,2021-09-07 22:00:00+00:00,WCQ,2021,Northern Ireland,Switzerland,DRAW,TEAM_B_WIN,-248.07,248.07,200-400,False,TEAM_A,False,False
9084,2024-06-09 22:00:00+00:00,WCQ,2024,Guinea-Bissau,Egypt,DRAW,TEAM_B_WIN,-248.454,248.454,200-400,False,TEAM_A,False,False
9535,2025-09-08 22:00:00+00:00,WCQ,2025,Costa Rica,Haiti,DRAW,TEAM_A_WIN,248.724,248.724,200-400,False,TEAM_A,False,False
9616,2025-10-12 22:00:00+00:00,WCQ,2025,Mauritius,Libya,DRAW,TEAM_B_WIN,-252.1,252.1,200-400,False,TEAM_A,False,False
7891,2018-06-30 22:00:00+00:00,WC,2018,Russia,Spain,DRAW,TEAM_B_WIN,-252.432,252.432,200-400,False,TEAM_A,False,False
8345,2021-09-04 22:00:00+00:00,WCQ,2021,Kosovo,Greece,DRAW,TEAM_B_WIN,-252.538,252.538,200-400,False,TEAM_A,False,False
8553,2021-11-10 23:00:00+00:00,WCQ,2021,Ethiopia,Ghana,DRAW,TEAM_B_WIN,-252.814,252.814,200-400,True,NONE,False,False
9077,2024-06-08 22:00:00+00:00,WCQ,2024,Namibia,Tunisia,DRAW,TEAM_B_WIN,-253.052,253.052,200-400,True,NONE,False,False
9622,2025-10-12 22:00:00+00:00,WCQ,2025,Slovenia,Switzerland,DRAW,TEAM_B_WIN,-253.123,253.123,200-400,False,TEAM_A,False,False
9627,2025-10-12 22:00:00+00:00,WCQ,2025,North Macedonia,Kazakhstan,DRAW,TEAM_A_WIN,256.679,256.679,200-400,False,TEAM_A,False,False
9143,2024-09-05 22:00:00+00:00,WCQ,2024,Uruguay,Paraguay,DRAW,TEAM_A_WIN,258.472,258.472,200-400,False,TEAM_A,False,False
9436,2025-09-03 22:00:00+00:00,WCQ,2025,Netherlands,Poland,DRAW,TEAM_A_WIN,260.021,260.021,200-400,False,TEAM_A,False,False
8329,2021-09-03 22:00:00+00:00,WCQ,2021,Republic of Ireland,Azerbaijan,DRAW,TEAM_A_WIN,260.264,260.264,200-400,False,TEAM_A,False,False
8231,2021-06-07 22:00:00+00:00,WCQ,2021,Venezuela,Uruguay,DRAW,TEAM_B_WIN,-261.364,261.364,200-400,False,TEAM_A,False,False
9149,2024-09-09 22:00:00+00:00,WCQ,2024,Venezuela,Uruguay,DRAW,TEAM_B_WIN,-266.137,266.137,200-400,False,TEAM_A,False,False
9707,2025-11-17 23:00:00+00:00,WCQ,2025,Belarus,Greece,DRAW,TEAM_B_WIN,-269.331,269.331,200-400,True,NONE,False,False
9274,2025-03-21 23:00:00+00:00,WCQ,2025,Sudan,Senegal,DRAW,TEAM_B_WIN,-270.008,270.008,200-400,True,NONE,False,False
7834,2017-11-11 23:00:00+00:00,WCQ,2017,Switzerland,Northern Ireland,DRAW,TEAM_A_WIN,271.592,271.592,200-400,False,TEAM_A,False,False
9560,2025-10-08 22:00:00+00:00,WCQ,2025,Cyprus,Bosnia and Herzegovina,DRAW,TEAM_B_WIN,-271.705,271.705,200-400,False,TEAM_A,False,False
9645,2025-10-13 22:00:00+00:00,WCQ,2025,Portugal,Hungary,DRAW,TEAM_A_WIN,272.328,272.328,200-400,False,TEAM_A,False,False
8620,2021-11-13 23:00:00+00:00,WCQ,2021,Greece,Kosovo,DRAW,TEAM_A_WIN,272.692,272.692,200-400,False,TEAM_A,False,False
9004,2024-03-25 23:00:00+00:00,WCQ,2024,Tajikistan,Saudi Arabia,DRAW,TEAM_B_WIN,-274.679,274.679,200-400,False,TEAM_A,False,False
8069,2021-03-23 23:00:00+00:00,WCQ,2021,France,Ukraine,DRAW,TEAM_A_WIN,276.254,276.254,200-400,False,TEAM_A,False,False
8332,2021-09-03 22:00:00+00:00,WCQ,2021,Ukraine,France,DRAW,TEAM_B_WIN,-280.801,280.801,200-400,False,TEAM_A,False,False
9135,2024-09-04 22:00:00+00:00,WCQ,2024,South Korea,Palestine,DRAW,TEAM_A_WIN,283.316,283.316,200-400,False,TEAM_A,False,False
9704,2025-11-17 23:00:00+00:00,WCQ,2025,Kosovo,Switzerland,DRAW,TEAM_B_WIN,-284.526,284.526,200-400,False,TEAM_A,False,False
7957,2019-09-09 22:00:00+00:00,WCQ,2019,Yemen,Saudi Arabia,DRAW,TEAM_B_WIN,-287.059,287.059,200-400,True,NONE,False,False
9468,2025-09-04 22:00:00+00:00,WCQ,2025,Nicaragua,Costa Rica,DRAW,TEAM_B_WIN,-300.123,300.123,200-400,False,TEAM_A,False,False
8533,2021-10-11 22:00:00+00:00,WCQ,2021,England,Hungary,DRAW,TEAM_A_WIN,300.603,300.603,200-400,False,TEAM_A,False,False
9582,2025-10-09 22:00:00+00:00,WCQ,2025,Belgium,North Macedonia,DRAW,TEAM_A_WIN,301.531,301.531,200-400,False,TEAM_A,False,False
9192,2024-11-13 23:00:00+00:00,WCQ,2024,Venezuela,Brazil,DRAW,TEAM_B_WIN,-306.127,306.127,200-400,False,TEAM_A,False,False
8389,2021-09-06 22:00:00+00:00,WCQ,2021,Bosnia and Herzegovina,Kazakhstan,DRAW,TEAM_A_WIN,308.044,308.044,200-400,False,TEAM_A,False,False
8681,2022-01-26 23:00:00+00:00,WCQ,2022,Ecuador,Brazil,DRAW,TEAM_B_WIN,-309.78,309.78,200-400,False,TEAM_A,False,False
8154,2021-03-30 22:00:00+00:00,WCQ,2021,Greece,Georgia,DRAW,TEAM_A_WIN,314.096,314.096,200-400,False,TEAM_A,False,False
8278,2021-08-31 22:00:00+00:00,WCQ,2021,France,Bosnia and Herzegovina,DRAW,TEAM_A_WIN,316.892,316.892,200-400,False,TEAM_A,False,False
9139,2024-09-04 22:00:00+00:00,WCQ,2024,Saudi Arabia,Indonesia,DRAW,TEAM_A_WIN,318.648,318.648,200-400,False,TEAM_A,False,False
7875,2018-06-24 22:00:00+00:00,WC,2018,Spain,Morocco,DRAW,TEAM_A_WIN,320.033,320.033,200-400,True,NONE,False,False
8410,2021-09-07 22:00:00+00:00,WCQ,2021,Armenia,Liechtenstein,DRAW,TEAM_A_WIN,326.027,326.027,200-400,False,TEAM_A,False,False
9428,2025-09-03 22:00:00+00:00,WCQ,2025,Chad,Ghana,DRAW,TEAM_B_WIN,-327.101,327.101,200-400,False,TEAM_A,False,False
9158,2024-09-09 22:00:00+00:00,WCQ,2024,Indonesia,Australia,DRAW,TEAM_B_WIN,-327.629,327.629,200-400,False,TEAM_A,False,False
8147,2021-03-29 22:00:00+00:00,WCQ,2021,Turkey,Latvia,DRAW,TEAM_A_WIN,332.034,332.034,200-400,False,TEAM_A,False,False
8277,2021-08-31 22:00:00+00:00,WCQ,2021,Kazakhstan,Ukraine,DRAW,TEAM_B_WIN,-332.042,332.042,200-400,False,TEAM_A,False,False
9356,2025-06-05 22:00:00+00:00,WCQ,2025,North Macedonia,Belgium,DRAW,TEAM_B_WIN,-333.603,333.603,200-400,False,TEAM_A,False,False
9222,2024-11-18 23:00:00+00:00,WCQ,2024,Palestine,South Korea,DRAW,TEAM_B_WIN,-334.562,334.562,200-400,True,NONE,False,False
8488,2021-10-09 22:00:00+00:00,WCQ,2021,Mauritania,Tunisia,DRAW,TEAM_B_WIN,-334.683,334.683,200-400,False,TEAM_A,False,False
8108,2021-03-26 23:00:00+00:00,WCQ,2021,Czech Republic,Belgium,DRAW,TEAM_B_WIN,-335.694,335.694,200-400,False,TEAM_A,False,False
9228,2025-03-18 23:00:00+00:00,WCQ,2025,Eswatini,Cameroon,DRAW,TEAM_B_WIN,-336.266,336.266,200-400,True,NONE,False,False
8661,2021-11-15 23:00:00+00:00,WCQ,2021,Wales,Belgium,DRAW,TEAM_B_WIN,-342.077,342.077,200-400,False,TEAM_A,False,False
8977,2024-03-20 23:00:00+00:00,WCQ,2024,South Korea,Thailand,DRAW,TEAM_A_WIN,345.739,345.739,200-400,False,TEAM_A,False,False
9162,2024-10-09 22:00:00+00:00,WCQ,2024,Venezuela,Argentina,DRAW,TEAM_B_WIN,-359.407,359.407,200-400,False,TEAM_A,False,False
8282,2021-08-31 22:00:00+00:00,WCQ,2021,Norway,Netherlands,DRAW,TEAM_B_WIN,-359.705,359.705,200-400,False,TEAM_A,False,False
8158,2021-03-30 22:00:00+00:00,WCQ,2021,Ukraine,Kazakhstan,DRAW,TEAM_A_WIN,365.332,365.332,200-400,False,TEAM_A,False,False
8610,2021-11-12 23:00:00+00:00,WCQ,2021,Montenegro,Netherlands,DRAW,TEAM_B_WIN,-372.817,372.817,200-400,False,TEAM_A,False,False
8751,2022-03-28 22:00:00+00:00,WCQ,2022,Japan,Vietnam,DRAW,TEAM_A_WIN,386.184,386.184,200-400,False,TEAM_A,False,False
9680,2025-11-14 23:00:00+00:00,WCQ,2025,Denmark,Belarus,DRAW,TEAM_A_WIN,390.512,390.512,200-400,False,TEAM_A,False,False
7810,2017-10-09 22:00:00+00:00,WCQ,2017,Luxembourg,Bulgaria,DRAW,TEAM_B_WIN,-404.374,404.374,400+,False,TEAM_A,False,False
9524,2025-09-08 22:00:00+00:00,WCQ,2025,Azerbaijan,Ukraine,DRAW,TEAM_B_WIN,-409.008,409.008,400+,False,TEAM_A,False,False
8114,2021-03-26 23:00:00+00:00,WCQ,2021,Slovakia,Malta,DRAW,TEAM_A_WIN,420.371,420.371,400+,False,TEAM_A,False,False
8848,2023-10-11 22:00:00+00:00,WCQ,2023,Brazil,Venezuela,DRAW,TEAM_A_WIN,452.34,452.34,400+,False,TEAM_A,False,False
9624,2025-10-12 22:00:00+00:00,WCQ,2025,Iceland,France,DRAW,TEAM_B_WIN,-481.637,481.637,400+,False,TEAM_A,False,False
9687,2025-11-14 23:00:00+00:00,WCQ,2025,Kazakhstan,Belgium,DRAW,TEAM_B_WIN,-523.629,523.629,400+,False,TEAM_A,False,False
