match_id,utc_date,competition_code,stage,group_name,home_team,away_team,dynamic_status,selector_status,selected_market,selected_prediction,selected_confidence,risk_level,unavailable_reason,abstention_reason,1x2_prediction,1x2_max_probability,1x2_prob_team_a_win,1x2_prob_draw,1x2_prob_team_b_win,over_1_5_prediction,over_1_5_prob_yes,over_2_5_prediction,over_2_5_max_probability,btts_prediction,btts_prob_no,double_chance_excluded_outcome,double_chance_excluded_probability,double_chance_gap_to_threshold
537412,2026-06-23T23:00:00Z,WC,GROUP_STAGE,GROUP_L,Panama,Croatia,computed,RECOMMEND,DOUBLE_CHANCE,DRAW_OR_TEAM_B,0.858032,low,,,TEAM_B_WIN,0.48847,0.141968,0.369562,0.48847,NO,0.453946,NO,0.571953,YES,0.439807,TEAM_A_WIN,0.141968,-0.008032
537406,2026-06-24T02:00:00Z,WC,GROUP_STAGE,GROUP_K,Colombia,Congo DR,computed,ABSTAIN,ABSTAIN,ABSTAIN,,none,,STRICT_1X2 sous seuil 0.76 | OVER_1_5 refuse car prediction NO | OVER_2_5 sous seuil 0.70 | BTTS refuse car prediction YES | DOUBLE_CHANCE au-dessus du seuil exclu 0.15,TEAM_B_WIN,0.425241,0.15262,0.422139,0.425241,NO,0.463816,NO,0.590416,YES,0.471695,TEAM_A_WIN,0.15262,0.00262
537337,2026-06-24T19:00:00Z,WC,GROUP_STAGE,GROUP_B,Switzerland,Canada,computed,RECOMMEND,DOUBLE_CHANCE,TEAM_A_OR_DRAW,0.882371,low,,,TEAM_A_WIN,0.494026,0.494026,0.388345,0.117629,YES,0.549537,NO,0.534352,NO,0.500572,TEAM_B_WIN,0.117629,-0.032371
537338,2026-06-24T19:00:00Z,WC,GROUP_STAGE,GROUP_B,Bosnia-Herzegovina,Qatar,computed,ABSTAIN,ABSTAIN,ABSTAIN,,none,,STRICT_1X2 sous seuil 0.76 | OVER_1_5 YES sous seuil 0.78 | OVER_2_5 sous seuil 0.70 | BTTS refuse car prediction YES | DOUBLE_CHANCE au-dessus du seuil exclu 0.15,TEAM_A_WIN,0.33656,0.33656,0.332039,0.3314,YES,0.609555,YES,0.607139,YES,0.420363,TEAM_B_WIN,0.3314,0.1814
537344,2026-06-24T22:00:00Z,WC,GROUP_STAGE,GROUP_C,Morocco,Haiti,computed,ABSTAIN,ABSTAIN,ABSTAIN,,none,,STRICT_1X2 sous seuil 0.76 | OVER_1_5 refuse car prediction NO | OVER_2_5 sous seuil 0.70 | BTTS refuse car prediction YES | DOUBLE_CHANCE au-dessus du seuil exclu 0.15,TEAM_A_WIN,0.480685,0.480685,0.364918,0.154397,NO,0.468109,YES,0.505092,YES,0.408571,TEAM_B_WIN,0.154397,0.004397
537343,2026-06-24T22:00:00Z,WC,GROUP_STAGE,GROUP_C,Scotland,Brazil,computed,ABSTAIN,ABSTAIN,ABSTAIN,,none,,STRICT_1X2 sous seuil 0.76 | OVER_1_5 YES sous seuil 0.78 | OVER_2_5 sous seuil 0.70 | BTTS refuse car prediction YES | DOUBLE_CHANCE au-dessus du seuil exclu 0.15,TEAM_B_WIN,0.485901,0.166958,0.347141,0.485901,YES,0.519723,NO,0.53696,YES,0.39993,TEAM_A_WIN,0.166958,0.016958
537331,2026-06-25T01:00:00Z,WC,GROUP_STAGE,GROUP_A,Czechia,Mexico,computed,ABSTAIN,ABSTAIN,ABSTAIN,,none,,STRICT_1X2 refuse car prediction DRAW | OVER_1_5 refuse car prediction NO | OVER_2_5 sous seuil 0.70 | BTTS refuse car prediction YES | DOUBLE_CHANCE au-dessus du seuil exclu 0.15,DRAW,0.486133,0.173387,0.486133,0.34048,NO,0.449427,NO,0.570875,YES,0.435895,TEAM_A_WIN,0.173387,0.023387
537332,2026-06-25T01:00:00Z,WC,GROUP_STAGE,GROUP_A,South Africa,South Korea,computed,RECOMMEND,DOUBLE_CHANCE,DRAW_OR_TEAM_B,0.918513,low,,,TEAM_B_WIN,0.61491,0.081487,0.303603,0.61491,NO,0.46773,NO,0.541396,YES,0.439156,TEAM_A_WIN,0.081487,-0.068513
537355,2026-06-25T20:00:00Z,WC,GROUP_STAGE,GROUP_E,Ecuador,Germany,computed,RECOMMEND,DOUBLE_CHANCE,DRAW_OR_TEAM_B,0.872595,low,,,TEAM_B_WIN,0.510784,0.127405,0.361811,0.510784,NO,0.468751,NO,0.517184,YES,0.443535,TEAM_A_WIN,0.127405,-0.022595
537356,2026-06-25T20:00:00Z,WC,GROUP_STAGE,GROUP_E,Curaçao,Ivory Coast,computed,RECOMMEND,DOUBLE_CHANCE,DRAW_OR_TEAM_B,0.871835,low,,,TEAM_B_WIN,0.484335,0.128165,0.3875,0.484335,NO,0.424701,NO,0.5605,YES,0.402471,TEAM_A_WIN,0.128165,-0.021835
537361,2026-06-25T23:00:00Z,WC,GROUP_STAGE,GROUP_F,Tunisia,Netherlands,computed,ABSTAIN,ABSTAIN,ABSTAIN,,none,,STRICT_1X2 sous seuil 0.76 | OVER_1_5 refuse car prediction NO | OVER_2_5 sous seuil 0.70 | BTTS refuse car prediction YES | DOUBLE_CHANCE au-dessus du seuil exclu 0.15,TEAM_B_WIN,0.445415,0.165608,0.388977,0.445415,NO,0.483788,NO,0.530628,YES,0.435955,TEAM_A_WIN,0.165608,0.015608
537362,2026-06-25T23:00:00Z,WC,GROUP_STAGE,GROUP_F,Japan,Sweden,computed,RECOMMEND,DOUBLE_CHANCE,TEAM_A_OR_DRAW,0.908736,low,,,TEAM_A_WIN,0.65609,0.65609,0.252646,0.091264,YES,0.587327,YES,0.544004,NO,0.577346,TEAM_B_WIN,0.091264,-0.058736
537349,2026-06-26T02:00:00Z,WC,GROUP_STAGE,GROUP_D,Turkey,United States,computed,ABSTAIN,ABSTAIN,ABSTAIN,,none,,STRICT_1X2 refuse car prediction DRAW | OVER_1_5 YES sous seuil 0.78 | OVER_2_5 sous seuil 0.70 | BTTS refuse car prediction YES | DOUBLE_CHANCE au-dessus du seuil exclu 0.15,DRAW,0.454039,0.331054,0.454039,0.214907,YES,0.562362,NO,0.515522,YES,0.391652,TEAM_B_WIN,0.214907,0.064907
537350,2026-06-26T02:00:00Z,WC,GROUP_STAGE,GROUP_D,Paraguay,Australia,computed,RECOMMEND,DOUBLE_CHANCE,DRAW_OR_TEAM_B,0.853043,low,,,TEAM_B_WIN,0.48098,0.146957,0.372062,0.48098,NO,0.387276,NO,0.580649,YES,0.43281,TEAM_A_WIN,0.146957,-0.003043
537395,2026-06-26T19:00:00Z,WC,GROUP_STAGE,GROUP_I,Norway,France,computed,RECOMMEND,DOUBLE_CHANCE,DRAW_OR_TEAM_B,0.920901,low,,,TEAM_B_WIN,0.596249,0.079099,0.324652,0.596249,YES,0.624264,YES,0.509587,YES,0.377709,TEAM_A_WIN,0.079099,-0.070901
537396,2026-06-26T19:00:00Z,WC,GROUP_STAGE,GROUP_I,Senegal,Iraq,computed,ABSTAIN,ABSTAIN,ABSTAIN,,none,,STRICT_1X2 refuse car prediction DRAW | OVER_1_5 refuse car prediction NO | OVER_2_5 sous seuil 0.70 | BTTS refuse car prediction YES | DOUBLE_CHANCE au-dessus du seuil exclu 0.15,DRAW,0.433449,0.328501,0.433449,0.23805,NO,0.474003,NO,0.583821,YES,0.492298,TEAM_B_WIN,0.23805,0.08805
537373,2026-06-27T00:00:00Z,WC,GROUP_STAGE,GROUP_H,Uruguay,Spain,computed,RECOMMEND,DOUBLE_CHANCE,DRAW_OR_TEAM_B,0.915612,low,,,TEAM_B_WIN,0.618704,0.084388,0.296908,0.618704,NO,0.457809,NO,0.608948,NO,0.516201,TEAM_A_WIN,0.084388,-0.065612
537374,2026-06-27T00:00:00Z,WC,GROUP_STAGE,GROUP_H,Cape Verde Islands,Saudi Arabia,computed,RECOMMEND,DOUBLE_CHANCE,DRAW_OR_TEAM_B,0.918162,low,,,TEAM_B_WIN,0.655603,0.081838,0.262559,0.655603,YES,0.558164,YES,0.606437,NO,0.550549,TEAM_A_WIN,0.081838,-0.068162
537367,2026-06-27T03:00:00Z,WC,GROUP_STAGE,GROUP_G,New Zealand,Belgium,computed,ABSTAIN,ABSTAIN,ABSTAIN,,none,,STRICT_1X2 refuse car prediction DRAW | OVER_1_5 YES sous seuil 0.78 | OVER_2_5 sous seuil 0.70 | BTTS refuse car prediction YES | DOUBLE_CHANCE au-dessus du seuil exclu 0.15,DRAW,0.3687,0.265554,0.3687,0.365746,YES,0.612588,YES,0.551587,YES,0.343397,TEAM_A_WIN,0.265554,0.115554
537368,2026-06-27T03:00:00Z,WC,GROUP_STAGE,GROUP_G,Egypt,Iran,computed,ABSTAIN,ABSTAIN,ABSTAIN,,none,,STRICT_1X2 refuse car prediction DRAW | OVER_1_5 refuse car prediction NO | OVER_2_5 sous seuil 0.70 | BTTS refuse car prediction YES | DOUBLE_CHANCE au-dessus du seuil exclu 0.15,DRAW,0.41511,0.211198,0.41511,0.373692,NO,0.44357,NO,0.544084,YES,0.433591,TEAM_A_WIN,0.211198,0.061198
537413,2026-06-27T21:00:00Z,WC,GROUP_STAGE,GROUP_L,Panama,England,computed,RECOMMEND,DOUBLE_CHANCE,DRAW_OR_TEAM_B,0.896918,low,,,TEAM_B_WIN,0.51735,0.103082,0.379568,0.51735,NO,0.460597,NO,0.567322,YES,0.399488,TEAM_A_WIN,0.103082,-0.046918
537414,2026-06-27T21:00:00Z,WC,GROUP_STAGE,GROUP_L,Croatia,Ghana,computed,ABSTAIN,ABSTAIN,ABSTAIN,,none,,STRICT_1X2 refuse car prediction DRAW | OVER_1_5 refuse car prediction NO | OVER_2_5 sous seuil 0.70 | BTTS refuse car prediction YES | DOUBLE_CHANCE au-dessus du seuil exclu 0.15,DRAW,0.424452,0.349625,0.424452,0.225923,NO,0.433798,NO,0.55129,YES,0.429128,TEAM_B_WIN,0.225923,0.075923
537407,2026-06-27T23:30:00Z,WC,GROUP_STAGE,GROUP_K,Colombia,Portugal,computed,ABSTAIN,ABSTAIN,ABSTAIN,,none,,STRICT_1X2 sous seuil 0.76 | OVER_1_5 YES sous seuil 0.78 | OVER_2_5 sous seuil 0.70 | BTTS refuse car prediction YES | DOUBLE_CHANCE au-dessus du seuil exclu 0.15,TEAM_B_WIN,0.54074,0.150302,0.308957,0.54074,YES,0.568557,NO,0.503817,YES,0.404762,TEAM_A_WIN,0.150302,0.000302
537408,2026-06-27T23:30:00Z,WC,GROUP_STAGE,GROUP_K,Congo DR,Uzbekistan,computed,ABSTAIN,ABSTAIN,ABSTAIN,,none,,STRICT_1X2 refuse car prediction DRAW | OVER_1_5 refuse car prediction NO | OVER_2_5 sous seuil 0.70 | BTTS refuse car prediction YES | DOUBLE_CHANCE au-dessus du seuil exclu 0.15,DRAW,0.42249,0.200318,0.42249,0.377192,NO,0.432065,NO,0.576319,YES,0.376722,TEAM_A_WIN,0.200318,0.050318
537401,2026-06-28T02:00:00Z,WC,GROUP_STAGE,GROUP_J,Jordan,Argentina,computed,RECOMMEND,DOUBLE_CHANCE,DRAW_OR_TEAM_B,0.911978,low,,,TEAM_B_WIN,0.610151,0.088022,0.301828,0.610151,NO,0.36465,NO,0.555148,YES,0.484148,TEAM_A_WIN,0.088022,-0.061978
537402,2026-06-28T02:00:00Z,WC,GROUP_STAGE,GROUP_J,Algeria,Austria,computed,ABSTAIN,ABSTAIN,ABSTAIN,,none,,STRICT_1X2 refuse car prediction DRAW | OVER_1_5 YES sous seuil 0.78 | OVER_2_5 sous seuil 0.70 | BTTS refuse car prediction YES | DOUBLE_CHANCE au-dessus du seuil exclu 0.15,DRAW,0.384964,0.318951,0.384964,0.296085,YES,0.584467,NO,0.505495,YES,0.366695,TEAM_B_WIN,0.296085,0.146085
537417,2026-06-28T19:00:00Z,WC,LAST_32,,,,unavailable,,,,,,"Les equipes du match ne sont pas encore connues, inference impossible.","Les equipes du match ne sont pas encore connues, inference impossible.",,,,,,,,,,,,,,
537423,2026-06-29T17:00:00Z,WC,LAST_32,,,,unavailable,,,,,,"Les equipes du match ne sont pas encore connues, inference impossible.","Les equipes du match ne sont pas encore connues, inference impossible.",,,,,,,,,,,,,,
537415,2026-06-29T20:30:00Z,WC,LAST_32,,,,unavailable,,,,,,"Les equipes du match ne sont pas encore connues, inference impossible.","Les equipes du match ne sont pas encore connues, inference impossible.",,,,,,,,,,,,,,
537418,2026-06-30T01:00:00Z,WC,LAST_32,,,,unavailable,,,,,,"Les equipes du match ne sont pas encore connues, inference impossible.","Les equipes du match ne sont pas encore connues, inference impossible.",,,,,,,,,,,,,,
537424,2026-06-30T17:00:00Z,WC,LAST_32,,,,unavailable,,,,,,"Les equipes du match ne sont pas encore connues, inference impossible.","Les equipes du match ne sont pas encore connues, inference impossible.",,,,,,,,,,,,,,
537416,2026-06-30T21:00:00Z,WC,LAST_32,,,,unavailable,,,,,,"Les equipes du match ne sont pas encore connues, inference impossible.","Les equipes du match ne sont pas encore connues, inference impossible.",,,,,,,,,,,,,,
537425,2026-07-01T01:00:00Z,WC,LAST_32,,,,unavailable,,,,,,"Les equipes du match ne sont pas encore connues, inference impossible.","Les equipes du match ne sont pas encore connues, inference impossible.",,,,,,,,,,,,,,
537426,2026-07-01T16:00:00Z,WC,LAST_32,,,,unavailable,,,,,,"Les equipes du match ne sont pas encore connues, inference impossible.","Les equipes du match ne sont pas encore connues, inference impossible.",,,,,,,,,,,,,,
537422,2026-07-01T20:00:00Z,WC,LAST_32,,,,unavailable,,,,,,"Les equipes du match ne sont pas encore connues, inference impossible.","Les equipes du match ne sont pas encore connues, inference impossible.",,,,,,,,,,,,,,
537421,2026-07-02T00:00:00Z,WC,LAST_32,,,,unavailable,,,,,,"Les equipes du match ne sont pas encore connues, inference impossible.","Les equipes du match ne sont pas encore connues, inference impossible.",,,,,,,,,,,,,,
537420,2026-07-02T19:00:00Z,WC,LAST_32,,,,unavailable,,,,,,"Les equipes du match ne sont pas encore connues, inference impossible.","Les equipes du match ne sont pas encore connues, inference impossible.",,,,,,,,,,,,,,
537419,2026-07-02T23:00:00Z,WC,LAST_32,,,,unavailable,,,,,,"Les equipes du match ne sont pas encore connues, inference impossible.","Les equipes du match ne sont pas encore connues, inference impossible.",,,,,,,,,,,,,,
537429,2026-07-03T03:00:00Z,WC,LAST_32,,,,unavailable,,,,,,"Les equipes du match ne sont pas encore connues, inference impossible.","Les equipes du match ne sont pas encore connues, inference impossible.",,,,,,,,,,,,,,
537428,2026-07-03T18:00:00Z,WC,LAST_32,,,,unavailable,,,,,,"Les equipes du match ne sont pas encore connues, inference impossible.","Les equipes du match ne sont pas encore connues, inference impossible.",,,,,,,,,,,,,,
537427,2026-07-03T22:00:00Z,WC,LAST_32,,,,unavailable,,,,,,"Les equipes du match ne sont pas encore connues, inference impossible.","Les equipes du match ne sont pas encore connues, inference impossible.",,,,,,,,,,,,,,
537430,2026-07-04T01:30:00Z,WC,LAST_32,,,,unavailable,,,,,,"Les equipes du match ne sont pas encore connues, inference impossible.","Les equipes du match ne sont pas encore connues, inference impossible.",,,,,,,,,,,,,,
537376,2026-07-04T17:00:00Z,WC,LAST_16,,,,unavailable,,,,,,"Les equipes du match ne sont pas encore connues, inference impossible.","Les equipes du match ne sont pas encore connues, inference impossible.",,,,,,,,,,,,,,
537375,2026-07-04T21:00:00Z,WC,LAST_16,,,,unavailable,,,,,,"Les equipes du match ne sont pas encore connues, inference impossible.","Les equipes du match ne sont pas encore connues, inference impossible.",,,,,,,,,,,,,,
537377,2026-07-05T20:00:00Z,WC,LAST_16,,,,unavailable,,,,,,"Les equipes du match ne sont pas encore connues, inference impossible.","Les equipes du match ne sont pas encore connues, inference impossible.",,,,,,,,,,,,,,
537378,2026-07-06T00:00:00Z,WC,LAST_16,,,,unavailable,,,,,,"Les equipes du match ne sont pas encore connues, inference impossible.","Les equipes du match ne sont pas encore connues, inference impossible.",,,,,,,,,,,,,,
537379,2026-07-06T19:00:00Z,WC,LAST_16,,,,unavailable,,,,,,"Les equipes du match ne sont pas encore connues, inference impossible.","Les equipes du match ne sont pas encore connues, inference impossible.",,,,,,,,,,,,,,
537380,2026-07-07T00:00:00Z,WC,LAST_16,,,,unavailable,,,,,,"Les equipes du match ne sont pas encore connues, inference impossible.","Les equipes du match ne sont pas encore connues, inference impossible.",,,,,,,,,,,,,,
537381,2026-07-07T16:00:00Z,WC,LAST_16,,,,unavailable,,,,,,"Les equipes du match ne sont pas encore connues, inference impossible.","Les equipes du match ne sont pas encore connues, inference impossible.",,,,,,,,,,,,,,
537382,2026-07-07T20:00:00Z,WC,LAST_16,,,,unavailable,,,,,,"Les equipes du match ne sont pas encore connues, inference impossible.","Les equipes du match ne sont pas encore connues, inference impossible.",,,,,,,,,,,,,,
537383,2026-07-09T20:00:00Z,WC,QUARTER_FINALS,,,,unavailable,,,,,,"Les equipes du match ne sont pas encore connues, inference impossible.","Les equipes du match ne sont pas encore connues, inference impossible.",,,,,,,,,,,,,,
537384,2026-07-10T19:00:00Z,WC,QUARTER_FINALS,,,,unavailable,,,,,,"Les equipes du match ne sont pas encore connues, inference impossible.","Les equipes du match ne sont pas encore connues, inference impossible.",,,,,,,,,,,,,,
537385,2026-07-11T21:00:00Z,WC,QUARTER_FINALS,,,,unavailable,,,,,,"Les equipes du match ne sont pas encore connues, inference impossible.","Les equipes du match ne sont pas encore connues, inference impossible.",,,,,,,,,,,,,,
537386,2026-07-12T01:00:00Z,WC,QUARTER_FINALS,,,,unavailable,,,,,,"Les equipes du match ne sont pas encore connues, inference impossible.","Les equipes du match ne sont pas encore connues, inference impossible.",,,,,,,,,,,,,,
537387,2026-07-14T19:00:00Z,WC,SEMI_FINALS,,,,unavailable,,,,,,"Les equipes du match ne sont pas encore connues, inference impossible.","Les equipes du match ne sont pas encore connues, inference impossible.",,,,,,,,,,,,,,
537388,2026-07-15T19:00:00Z,WC,SEMI_FINALS,,,,unavailable,,,,,,"Les equipes du match ne sont pas encore connues, inference impossible.","Les equipes du match ne sont pas encore connues, inference impossible.",,,,,,,,,,,,,,
537389,2026-07-18T21:00:00Z,WC,THIRD_PLACE,,,,unavailable,,,,,,"Les equipes du match ne sont pas encore connues, inference impossible.","Les equipes du match ne sont pas encore connues, inference impossible.",,,,,,,,,,,,,,
537390,2026-07-19T19:00:00Z,WC,FINAL,,,,unavailable,,,,,,"Les equipes du match ne sont pas encore connues, inference impossible.","Les equipes du match ne sont pas encore connues, inference impossible.",,,,,,,,,,,,,,
