clean_match_id,feature_id,feature_version,match_date_utc,season,competition_code,competition_name,stage,group_name,team_a_name,team_b_name,team_a_score,team_b_score,total_goals,target_1x2,target_over_1_5,target_over_2_5,target_btts,home_form_points_last_5,away_form_points_last_5,home_form_points_last_10,away_form_points_last_10,home_goals_scored_avg_last_10,away_goals_scored_avg_last_10,home_goals_conceded_avg_last_10,away_goals_conceded_avg_last_10,ranking_gap,elo_gap,is_neutral_venue,team_a_is_host,team_b_is_host,host_side_team_a,host_side_team_b,is_group_stage,is_knockout_stage,split_role
778,778,national_v1_elo_form,1969-10-20T00:00:00+01:00,1969,WCQ,FIFA World Cup qualification,,,South Korea,Australia,1,1,2,DRAW,YES,NO,YES,4.0,7.0,11.0,7.0,1.3,1.6,3.1,2.4,,-29.528,0,1,0,1,0,0,0,train
779,779,national_v1_elo_form,1969-10-22T00:00:00+01:00,1969,WCQ,FIFA World Cup qualification,,,Germany,Scotland,3,2,5,TEAM_A_WIN,YES,YES,YES,13.0,10.0,23.0,20.0,2.7,2.4,0.7,1.0,,215.564,0,1,0,1,0,0,0,train
780,780,national_v1_elo_form,1969-10-22T00:00:00+01:00,1969,WCQ,FIFA World Cup qualification,,,Hungary,Denmark,3,0,3,TEAM_A_WIN,YES,YES,NO,7.0,7.0,19.0,8.0,2.3,1.2,1.6,2.5,,220.502,0,1,0,1,0,0,0,train
781,781,national_v1_elo_form,1969-10-22T00:00:00+01:00,1969,WCQ,FIFA World Cup qualification,,,Netherlands,Bulgaria,1,1,2,DRAW,YES,NO,YES,9.0,9.0,14.0,18.0,1.2,1.6,0.8,1.7,,-21.615,0,1,0,1,0,0,0,train
782,782,national_v1_elo_form,1969-10-22T00:00:00+01:00,1969,WCQ,FIFA World Cup qualification,,,Russia,Northern Ireland,2,0,2,TEAM_A_WIN,YES,NO,NO,7.0,11.0,19.0,21.0,1.7,1.8,0.9,0.6,,119.757,1,0,0,0,0,0,0,train
783,783,national_v1_elo_form,1969-10-22T00:00:00+01:00,1969,WCQ,FIFA World Cup qualification,,,Wales,German DR,1,3,4,TEAM_B_WIN,YES,YES,YES,6.0,8.0,10.0,10.0,1.4,1.3,1.5,1.8,,-4.003,0,1,0,1,0,0,0,train
784,784,national_v1_elo_form,1969-10-26T00:00:00+01:00,1969,WCQ,FIFA World Cup qualification,,,Morocco,Sudan,3,0,3,TEAM_A_WIN,YES,YES,NO,7.0,7.0,13.0,14.0,1.0,1.889,0.9,1.556,,5.671,0,1,0,1,0,0,0,train
785,785,national_v1_elo_form,1969-11-01T00:00:00+01:00,1969,WCQ,FIFA World Cup qualification,,,France,Sweden,3,0,3,TEAM_A_WIN,YES,YES,NO,3.0,12.0,13.0,19.0,1.1,2.7,1.1,1.0,,-96.757,0,1,0,1,0,0,0,train
786,786,national_v1_elo_form,1969-11-02T00:00:00+01:00,1969,WCQ,FIFA World Cup qualification,,,Switzerland,Portugal,1,1,2,DRAW,YES,NO,YES,6.0,4.0,10.0,16.0,0.7,2.1,1.7,1.6,,-100.22,0,1,0,1,0,0,0,train
787,787,national_v1_elo_form,1969-11-04T00:00:00+01:00,1969,WCQ,FIFA World Cup qualification,,,Italy,Wales,4,1,5,TEAM_A_WIN,YES,YES,YES,7.0,6.0,17.0,10.0,1.6,1.4,0.6,1.6,,125.158,0,1,0,1,0,0,0,train
788,788,national_v1_elo_form,1969-11-05T00:00:00+01:00,1969,WCQ,FIFA World Cup qualification,,,Austria,Scotland,2,0,2,TEAM_A_WIN,YES,NO,NO,6.0,10.0,8.0,17.0,1.3,2.3,1.5,1.2,,-35.763,0,1,0,1,0,0,0,train
789,789,national_v1_elo_form,1969-11-05T00:00:00+01:00,1969,WCQ,FIFA World Cup qualification,,,Hungary,Republic of Ireland,4,0,4,TEAM_A_WIN,YES,YES,NO,10.0,1.0,19.0,4.0,2.3,0.7,1.6,2.5,,283.01,0,1,0,1,0,0,0,train
790,790,national_v1_elo_form,1969-11-08T00:00:00+01:00,1969,WCQ,FIFA World Cup qualification,,,Nigeria,Morocco,2,0,2,TEAM_A_WIN,YES,NO,NO,6.0,9.0,11.0,16.0,1.778,1.3,2.0,0.8,,-41.595,0,1,0,1,0,0,0,train
791,791,national_v1_elo_form,1969-11-09T00:00:00+01:00,1969,WCQ,FIFA World Cup qualification,,,Poland,Bulgaria,3,0,3,TEAM_A_WIN,YES,YES,NO,9.0,10.0,16.0,16.0,2.7,1.4,1.8,1.8,,-35.693,0,1,0,1,0,0,0,train
792,792,national_v1_elo_form,1969-11-16T00:00:00+01:00,1969,WCQ,FIFA World Cup qualification,,,Romania,Greece,1,1,2,DRAW,YES,NO,YES,10.0,8.0,16.0,12.0,1.2,1.8,1.2,2.0,,70.408,0,1,0,1,0,0,0,train
793,793,national_v1_elo_form,1969-11-16T00:00:00+01:00,1969,WCQ,FIFA World Cup qualification,,,Turkey,Russia,1,3,4,TEAM_B_WIN,YES,YES,YES,3.0,7.0,3.0,19.0,0.6,1.6,3.1,0.8,,-291.105,0,1,0,1,0,0,0,train
794,794,national_v1_elo_form,1969-11-22T00:00:00+01:00,1969,WCQ,FIFA World Cup qualification,,,Italy,German DR,3,0,3,TEAM_A_WIN,YES,YES,NO,7.0,10.0,19.0,13.0,2.0,1.5,0.7,1.5,,86.582,0,1,0,1,0,0,0,train
795,795,national_v1_elo_form,1969-11-23T00:00:00+01:00,1969,WCQ,FIFA World Cup qualification,,,Zimbabwe,Australia,1,1,2,DRAW,YES,NO,YES,0.0,8.0,0.0,8.0,,1.5,,2.167,,-0.287,1,0,0,0,0,0,0,train
796,796,national_v1_elo_form,1969-11-27T00:00:00+01:00,1969,WCQ,FIFA World Cup qualification,,,Australia,Zimbabwe,0,0,0,DRAW,NO,NO,NO,9.0,1.0,9.0,1.0,1.429,1.0,2.0,1.0,,0.253,1,0,0,0,0,0,0,train
797,797,national_v1_elo_form,1969-11-29T00:00:00+01:00,1969,WCQ,FIFA World Cup qualification,,,Zimbabwe,Australia,1,3,4,TEAM_B_WIN,YES,YES,YES,2.0,7.0,2.0,10.0,0.5,1.25,0.5,1.75,,-0.225,1,0,0,0,0,0,0,train
798,798,national_v1_elo_form,1969-12-03T00:00:00+01:00,1969,WCQ,FIFA World Cup qualification,,,Czechoslovakia,Hungary,4,1,5,TEAM_A_WIN,YES,YES,YES,10.0,10.0,23.0,19.0,2.4,2.4,0.8,1.4,,-26.185,1,0,0,0,0,0,0,train
799,799,national_v1_elo_form,1969-12-04T00:00:00+01:00,1969,WCQ,FIFA World Cup qualification,,,Israel,Australia,1,0,1,TEAM_A_WIN,NO,NO,NO,6.0,7.0,12.0,13.0,1.3,1.444,2.4,1.667,,-136.3,0,1,0,1,0,0,0,train
800,800,national_v1_elo_form,1969-12-07T00:00:00+01:00,1969,WCQ,FIFA World Cup qualification,,,Luxembourg,Bulgaria,1,3,4,TEAM_B_WIN,YES,YES,YES,0.0,10.0,0.0,16.0,0.8,1.4,3.8,1.6,,-272.409,0,1,0,1,0,0,0,train
801,801,national_v1_elo_form,1969-12-14T00:00:00+01:00,1969,WCQ,FIFA World Cup qualification,,,Australia,Israel,1,1,2,DRAW,YES,NO,YES,6.0,9.0,13.0,12.0,1.3,1.3,1.6,2.4,,86.564,0,1,0,1,0,0,0,train
802,802,national_v1_elo_form,1970-05-31T00:00:00+01:00,1970,WC,FIFA World Cup,,,Mexico,Russia,0,0,0,DRAW,NO,NO,NO,8.0,10.0,19.0,22.0,2.0,1.8,0.7,0.7,,-89.234,0,1,0,1,0,0,0,train
803,803,national_v1_elo_form,1970-06-02T00:00:00+01:00,1970,WC,FIFA World Cup,,,Bulgaria,Peru,2,3,5,TEAM_B_WIN,YES,YES,YES,10.0,7.0,16.0,14.0,1.5,1.6,1.6,1.2,,12.726,1,0,0,0,0,0,0,train
804,804,national_v1_elo_form,1970-06-02T00:00:00+01:00,1970,WC,FIFA World Cup,,,England,Romania,1,0,1,TEAM_A_WIN,NO,NO,NO,15.0,11.0,20.0,14.0,1.6,1.2,0.9,1.3,,165.893,1,0,0,0,0,0,0,train
805,805,national_v1_elo_form,1970-06-02T00:00:00+01:00,1970,WC,FIFA World Cup,,,Israel,Uruguay,0,2,2,TEAM_B_WIN,YES,NO,NO,10.0,10.0,10.0,21.0,1.1,1.0,2.3,0.6,,-258.359,1,0,0,0,0,0,0,train
806,806,national_v1_elo_form,1970-06-03T00:00:00+01:00,1970,WC,FIFA World Cup,,,Belgium,El Salvador,3,0,3,TEAM_A_WIN,YES,YES,NO,10.0,12.0,19.0,21.0,2.5,1.9,1.3,1.2,,-30.246,1,0,0,0,0,0,0,train
807,807,national_v1_elo_form,1970-06-03T00:00:00+01:00,1970,WC,FIFA World Cup,,,Brazil,Czechoslovakia,4,1,5,TEAM_A_WIN,YES,YES,YES,15.0,10.0,24.0,23.0,3.0,2.5,0.9,0.8,,119.728,1,0,0,0,0,0,0,train
808,808,national_v1_elo_form,1970-06-03T00:00:00+01:00,1970,WC,FIFA World Cup,,,Germany,Morocco,2,1,3,TEAM_A_WIN,YES,YES,YES,13.0,8.0,25.0,16.0,3.0,1.1,0.9,0.7,,256.056,1,0,0,0,0,0,0,train
809,809,national_v1_elo_form,1970-06-03T00:00:00+01:00,1970,WC,FIFA World Cup,,,Italy,Sweden,1,0,1,TEAM_A_WIN,NO,NO,NO,10.0,12.0,19.0,16.0,2.1,2.5,0.7,1.3,,-10.45,1,0,0,0,0,0,0,train
810,810,national_v1_elo_form,1970-06-06T00:00:00+01:00,1970,WC,FIFA World Cup,,,Belgium,Russia,1,4,5,TEAM_B_WIN,YES,YES,YES,10.0,11.0,22.0,20.0,2.8,1.5,1.0,0.7,,-154.331,1,0,0,0,0,0,0,train
811,811,national_v1_elo_form,1970-06-06T00:00:00+01:00,1970,WC,FIFA World Cup,,,Czechoslovakia,Romania,1,2,3,TEAM_B_WIN,YES,YES,YES,7.0,8.0,20.0,14.0,2.0,1.1,1.2,1.2,,110.448,1,0,0,0,0,0,0,train
812,812,national_v1_elo_form,1970-06-06T00:00:00+01:00,1970,WC,FIFA World Cup,,,Italy,Uruguay,0,0,0,DRAW,NO,NO,NO,13.0,13.0,19.0,21.0,1.6,1.1,0.6,0.6,,-37.465,1,0,0,0,0,0,0,train
813,813,national_v1_elo_form,1970-06-06T00:00:00+01:00,1970,WC,FIFA World Cup,,,Morocco,Peru,0,3,3,TEAM_B_WIN,YES,YES,NO,7.0,10.0,13.0,17.0,1.1,1.9,0.9,1.3,,-1.447,1,0,0,0,0,0,0,train
814,814,national_v1_elo_form,1970-06-07T00:00:00+01:00,1970,WC,FIFA World Cup,,,Brazil,England,1,0,1,TEAM_A_WIN,NO,NO,NO,15.0,15.0,24.0,23.0,3.1,1.6,0.9,0.7,,71.041,1,0,0,0,0,0,0,train
815,815,national_v1_elo_form,1970-06-07T00:00:00+01:00,1970,WC,FIFA World Cup,,,Bulgaria,Germany,2,5,7,TEAM_B_WIN,YES,YES,YES,7.0,13.0,13.0,25.0,1.5,3.0,1.8,0.9,,-326.441,1,0,0,0,0,0,0,train
816,816,national_v1_elo_form,1970-06-07T00:00:00+01:00,1970,WC,FIFA World Cup,,,Israel,Sweden,1,1,2,DRAW,YES,NO,YES,10.0,9.0,10.0,16.0,0.9,2.3,2.1,1.1,,-191.661,1,0,0,0,0,0,0,train
817,817,national_v1_elo_form,1970-06-07T00:00:00+01:00,1970,WC,FIFA World Cup,,,Mexico,El Salvador,4,0,4,TEAM_A_WIN,YES,YES,NO,6.0,9.0,17.0,18.0,1.7,1.3,0.7,1.5,,106.809,0,1,0,1,0,0,0,train
818,818,national_v1_elo_form,1970-06-10T00:00:00+01:00,1970,WC,FIFA World Cup,,,Brazil,Romania,3,2,5,TEAM_A_WIN,YES,YES,YES,15.0,10.0,24.0,17.0,3.0,1.2,0.9,1.0,,255.002,1,0,0,0,0,0,0,train
819,819,national_v1_elo_form,1970-06-10T00:00:00+01:00,1970,WC,FIFA World Cup,,,El Salvador,Russia,0,2,2,TEAM_B_WIN,YES,NO,NO,6.0,13.0,15.0,20.0,1.2,1.8,1.9,0.8,,-224.092,1,0,0,0,0,0,0,train
820,820,national_v1_elo_form,1970-06-10T00:00:00+01:00,1970,WC,FIFA World Cup,,,Germany,Peru,3,1,4,TEAM_A_WIN,YES,YES,YES,15.0,10.0,25.0,19.0,3.1,2.1,1.1,1.2,,255.044,1,0,0,0,0,0,0,train
821,821,national_v1_elo_form,1970-06-10T00:00:00+01:00,1970,WC,FIFA World Cup,,,Sweden,Uruguay,1,0,1,TEAM_A_WIN,NO,NO,NO,7.0,11.0,17.0,19.0,2.3,0.9,1.0,0.5,,-100.649,1,0,0,0,0,0,0,train
822,822,national_v1_elo_form,1970-06-11T00:00:00+01:00,1970,WC,FIFA World Cup,,,Bulgaria,Morocco,1,1,2,DRAW,YES,NO,YES,4.0,4.0,13.0,13.0,1.7,1.0,2.1,1.0,,-26.098,1,0,0,0,0,0,0,train
823,823,national_v1_elo_form,1970-06-11T00:00:00+01:00,1970,WC,FIFA World Cup,,,Czechoslovakia,England,0,1,1,TEAM_B_WIN,NO,NO,NO,7.0,12.0,19.0,20.0,2.1,1.3,1.4,0.7,,-104.069,1,0,0,0,0,0,0,train
824,824,national_v1_elo_form,1970-06-11T00:00:00+01:00,1970,WC,FIFA World Cup,,,Israel,Italy,0,0,0,DRAW,NO,NO,NO,8.0,11.0,11.0,20.0,1.0,1.6,1.6,0.5,,-231.184,1,0,0,0,0,0,0,train
825,825,national_v1_elo_form,1970-06-11T00:00:00+01:00,1970,WC,FIFA World Cup,,,Mexico,Belgium,1,0,1,TEAM_A_WIN,NO,NO,NO,6.0,7.0,19.0,19.0,1.9,2.4,0.5,1.4,,106.641,0,1,0,1,0,0,0,train
826,826,national_v1_elo_form,1970-06-14T00:00:00+01:00,1970,WC,FIFA World Cup,,,Brazil,Peru,4,2,6,TEAM_A_WIN,YES,YES,YES,15.0,10.0,27.0,16.0,3.2,2.1,0.8,1.5,,300.116,1,0,0,0,0,0,0,train
827,827,national_v1_elo_form,1970-06-14T00:00:00+01:00,1970,WC,FIFA World Cup,,,England,Germany,2,3,5,TEAM_B_WIN,YES,YES,YES,12.0,15.0,22.0,25.0,1.4,3.2,0.7,1.1,,-86.297,1,0,0,0,0,0,0,train
828,828,national_v1_elo_form,1970-06-14T00:00:00+01:00,1970,WC,FIFA World Cup,,,Mexico,Italy,1,4,5,TEAM_B_WIN,YES,YES,YES,8.0,11.0,19.0,18.0,1.8,1.3,0.5,0.5,,18.595,0,1,0,1,0,0,0,train
829,829,national_v1_elo_form,1970-06-14T00:00:00+01:00,1970,WC,FIFA World Cup,,,Russia,Uruguay,0,1,1,TEAM_B_WIN,NO,NO,NO,13.0,10.0,20.0,18.0,1.8,0.9,0.7,0.6,,86.865,1,0,0,0,0,0,0,train
830,830,national_v1_elo_form,1970-06-17T00:00:00+01:00,1970,WC,FIFA World Cup,,,Brazil,Uruguay,3,1,4,TEAM_A_WIN,YES,YES,YES,15.0,10.0,30.0,18.0,3.5,0.8,0.7,0.5,,164.752,1,0,0,0,0,0,0,train
831,831,national_v1_elo_form,1970-06-17T00:00:00+01:00,1970,WC,FIFA World Cup,,,Germany,Italy,3,4,7,TEAM_B_WIN,YES,YES,YES,15.0,11.0,28.0,18.0,3.3,1.5,0.9,0.6,,167.315,1,0,0,0,0,0,0,train
832,832,national_v1_elo_form,1970-06-20T00:00:00+01:00,1970,WC,FIFA World Cup,,,Germany,Uruguay,1,0,1,TEAM_A_WIN,NO,NO,NO,12.0,7.0,25.0,17.0,3.4,0.9,1.3,0.8,,129.118,1,0,0,0,0,0,0,train
833,833,national_v1_elo_form,1970-06-21T00:00:00+01:00,1970,WC,FIFA World Cup,,,Brazil,Italy,4,1,5,TEAM_A_WIN,YES,YES,YES,15.0,11.0,30.0,21.0,3.6,1.9,0.8,0.8,,149.604,1,0,0,0,0,0,0,train
834,834,national_v1_elo_form,1971-11-14T00:00:00+01:00,1971,WCQ,FIFA World Cup qualification,,,Malta,Hungary,0,2,2,TEAM_B_WIN,YES,NO,NO,0.0,7.0,0.0,19.0,,2.4,,1.5,,-145.289,0,1,0,1,0,0,0,train
835,835,national_v1_elo_form,1972-03-02T00:00:00+01:00,1972,WCQ,FIFA World Cup qualification,,,Algeria,Guinea,1,0,1,TEAM_A_WIN,NO,NO,NO,1.0,0.0,1.0,0.0,0.5,,1.0,,,-17.304,0,1,0,1,0,0,0,train
836,836,national_v1_elo_form,1972-03-12T00:00:00+01:00,1972,WCQ,FIFA World Cup qualification,,,Guinea,Algeria,5,1,6,TEAM_A_WIN,YES,YES,YES,0.0,4.0,0.0,4.0,0.0,0.667,1.0,0.667,,-18.942,0,1,0,1,0,0,0,train
837,837,national_v1_elo_form,1972-03-29T00:00:00+01:00,1972,WCQ,FIFA World Cup qualification,,,Portugal,Cyprus,4,0,4,TEAM_A_WIN,YES,YES,NO,2.0,0.0,14.0,0.0,1.9,0.2,1.7,5.4,,205.943,0,1,0,1,0,0,0,train
838,838,national_v1_elo_form,1972-04-30T00:00:00+01:00,1972,WCQ,FIFA World Cup qualification,,,Austria,Malta,4,0,4,TEAM_A_WIN,YES,YES,NO,6.0,0.0,10.0,0.0,1.3,0.0,1.3,2.0,,52.358,0,1,0,1,0,0,0,train
839,839,national_v1_elo_form,1972-04-30T00:00:00+01:00,1972,WCQ,FIFA World Cup qualification,,,Lesotho,Zambia,0,0,0,DRAW,NO,NO,NO,0.0,3.0,0.0,3.0,,3.0,,3.0,,0.211,0,1,0,1,0,0,0,train
840,840,national_v1_elo_form,1972-05-06T00:00:00+01:00,1972,WCQ,FIFA World Cup qualification,,,Hungary,Malta,3,0,3,TEAM_A_WIN,YES,YES,NO,10.0,0.0,19.0,0.0,2.3,0.0,1.4,3.0,,188.859,0,1,0,1,0,0,0,train
841,841,national_v1_elo_form,1972-05-10T00:00:00+01:00,1972,WCQ,FIFA World Cup qualification,,,Cyprus,Portugal,0,1,1,TEAM_B_WIN,NO,NO,NO,0.0,5.0,0.0,14.0,0.2,2.0,5.3,1.6,,-220.858,0,1,0,1,0,0,0,train
842,842,national_v1_elo_form,1972-05-18T00:00:00+01:00,1972,WCQ,FIFA World Cup qualification,,,Belgium,Iceland,4,0,4,TEAM_A_WIN,YES,YES,NO,6.0,0.0,16.0,0.0,1.9,1.5,1.5,6.5,,84.266,0,1,0,1,0,0,0,train
843,843,national_v1_elo_form,1972-05-22T00:00:00+01:00,1972,WCQ,FIFA World Cup qualification,,,Belgium,Iceland,4,0,4,TEAM_A_WIN,YES,YES,NO,6.0,0.0,19.0,0.0,2.2,1.2,1.3,6.0,,109.534,0,1,0,1,0,0,0,train
844,844,national_v1_elo_form,1972-05-25T00:00:00+01:00,1972,WCQ,FIFA World Cup qualification,,,Sweden,Hungary,0,0,0,DRAW,NO,NO,NO,7.0,12.0,19.0,19.0,2.3,2.3,0.9,1.3,,-47.716,0,1,0,1,0,0,0,train
845,845,national_v1_elo_form,1972-06-04T00:00:00+01:00,1972,WCQ,FIFA World Cup qualification,,,Zambia,Lesotho,6,1,7,TEAM_A_WIN,YES,YES,YES,4.0,1.0,4.0,1.0,2.0,0.0,2.0,0.0,,5.529,0,1,0,1,0,0,0,train
846,846,national_v1_elo_form,1972-06-06T00:00:00+01:00,1972,WCQ,FIFA World Cup qualification,,,Togo,DR Congo,0,0,0,DRAW,NO,NO,NO,0.0,0.0,0.0,0.0,,,,,,0.0,0,1,0,1,0,0,0,train
847,847,national_v1_elo_form,1972-06-10T00:00:00+01:00,1972,WCQ,FIFA World Cup qualification,,,Austria,Sweden,2,0,2,TEAM_A_WIN,YES,NO,NO,9.0,5.0,12.0,17.0,1.6,2.0,1.2,0.9,,-68.18,0,1,0,1,0,0,0,train
848,848,national_v1_elo_form,1972-06-18T00:00:00+01:00,1972,WCQ,FIFA World Cup qualification,,,Benin,Ghana,0,5,5,TEAM_B_WIN,YES,YES,NO,0.0,3.0,0.0,6.0,,1.333,,1.167,,20.927,1,0,0,0,0,0,0,train
849,849,national_v1_elo_form,1972-06-20T00:00:00+01:00,1972,WCQ,FIFA World Cup qualification,,,DR Congo,Togo,4,0,4,TEAM_A_WIN,YES,YES,NO,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,5.718,0,0,0,0,0,0,0,train
850,850,national_v1_elo_form,1972-06-21T00:00:00+01:00,1972,WCQ,FIFA World Cup qualification,,,Finland,Albania,1,0,1,TEAM_A_WIN,NO,NO,NO,3.0,1.0,6.0,1.0,0.9,0.333,3.9,2.0,,-134.131,0,1,0,1,0,0,0,train
851,851,national_v1_elo_form,1972-07-02T00:00:00+01:00,1972,WCQ,FIFA World Cup qualification,,,Ghana,Benin,5,1,6,TEAM_A_WIN,YES,YES,YES,5.0,0.0,9.0,0.0,1.857,0.0,1.0,5.0,,21.48,0,1,0,1,0,0,0,train
852,852,national_v1_elo_form,1972-07-16T00:00:00+01:00,1972,WCQ,FIFA World Cup qualification,,,Kenya,Sudan,2,0,2,TEAM_A_WIN,YES,NO,NO,0.0,6.0,0.0,14.0,,1.7,,1.7,,-8.255,0,1,0,1,0,0,0,train
853,853,national_v1_elo_form,1972-07-23T00:00:00+01:00,1972,WCQ,FIFA World Cup qualification,,,Sudan,Kenya,1,0,1,TEAM_A_WIN,NO,NO,NO,3.0,3.0,11.0,3.0,1.6,2.0,1.9,0.0,,-26.962,0,1,0,1,0,0,0,train
854,854,national_v1_elo_form,1972-08-03T00:00:00+01:00,1972,WCQ,FIFA World Cup qualification,,,Norway,Iceland,4,1,5,TEAM_A_WIN,YES,YES,YES,4.0,0.0,13.0,0.0,1.4,1.0,1.8,5.667,,25.48,0,1,0,1,0,0,0,train
855,855,national_v1_elo_form,1972-08-05T00:00:00+01:00,1972,WCQ,FIFA World Cup qualification,,,Nigeria,Congo,2,1,3,TEAM_A_WIN,YES,YES,YES,6.0,0.0,14.0,0.0,1.8,,1.8,,,25.491,0,1,0,1,0,0,0,train
856,856,national_v1_elo_form,1972-08-15T00:00:00+01:00,1972,WCQ,FIFA World Cup qualification,,,Congo,Nigeria,1,1,2,DRAW,YES,NO,YES,0.0,8.0,0.0,17.0,1.0,1.9,2.0,1.5,,-56.934,0,1,0,1,0,0,0,train
857,857,national_v1_elo_form,1972-09-20T00:00:00+01:00,1972,WCQ,FIFA World Cup qualification,,,Finland,Romania,1,1,2,DRAW,YES,NO,YES,6.0,7.0,9.0,17.0,0.9,1.3,3.7,1.1,,-249.291,0,1,0,1,0,0,0,train
858,858,national_v1_elo_form,1972-10-04T00:00:00+01:00,1972,WCQ,FIFA World Cup qualification,,,Norway,Belgium,0,2,2,TEAM_B_WIN,YES,NO,NO,6.0,9.0,13.0,19.0,1.6,2.4,1.9,1.2,,-91.156,0,1,0,1,0,0,0,train
859,859,national_v1_elo_form,1972-10-07T00:00:00+01:00,1972,WCQ,FIFA World Cup qualification,,,German DR,Finland,5,0,5,TEAM_A_WIN,YES,YES,NO,10.0,7.0,13.0,10.0,1.5,1.0,1.6,3.6,,185.049,0,1,0,1,0,0,0,train
860,860,national_v1_elo_form,1972-10-07T00:00:00+01:00,1972,WCQ,FIFA World Cup qualification,,,Luxembourg,Italy,0,4,4,TEAM_B_WIN,YES,YES,NO,0.0,8.0,0.0,21.0,0.9,2.0,3.9,1.1,,-485.316,0,1,0,1,0,0,0,train
861,861,national_v1_elo_form,1972-10-13T00:00:00+01:00,1972,WCQ,FIFA World Cup qualification,,,France,Russia,1,0,1,TEAM_A_WIN,NO,NO,NO,6.0,10.0,16.0,17.0,1.4,1.6,1.0,0.7,,-117.16,0,1,0,1,0,0,0,train
862,862,national_v1_elo_form,1972-10-15T00:00:00+01:00,1972,WCQ,FIFA World Cup qualification,,,Austria,Hungary,2,2,4,DRAW,YES,YES,YES,12.0,10.0,15.0,20.0,1.8,2.2,1.1,1.1,,-95.114,0,1,0,1,0,0,0,train
863,863,national_v1_elo_form,1972-10-15T00:00:00+01:00,1972,WCQ,FIFA World Cup qualification,,,Sierra Leone,Ivory Coast,0,1,1,TEAM_B_WIN,NO,NO,NO,0.0,0.0,0.0,0.0,,,,,,0.0,0,1,0,1,0,0,0,train
864,864,national_v1_elo_form,1972-10-15T00:00:00+01:00,1972,WCQ,FIFA World Cup qualification,,,Sweden,Malta,7,0,7,TEAM_A_WIN,YES,YES,NO,5.0,0.0,17.0,0.0,1.9,0.0,0.9,3.0,,136.11,0,1,0,1,0,0,0,train
865,865,national_v1_elo_form,1972-10-18T00:00:00+01:00,1972,WCQ,FIFA World Cup qualification,,,Bulgaria,Northern Ireland,3,0,3,TEAM_A_WIN,YES,YES,NO,4.0,8.0,14.0,18.0,1.8,1.6,1.9,0.8,,-86.202,0,1,0,1,0,0,0,train
866,866,national_v1_elo_form,1972-10-18T00:00:00+01:00,1972,WCQ,FIFA World Cup qualification,,,Denmark,Scotland,1,4,5,TEAM_B_WIN,YES,YES,YES,7.0,7.0,8.0,16.0,1.0,2.2,2.4,1.3,,-107.872,0,1,0,1,0,0,0,train
867,867,national_v1_elo_form,1972-10-18T00:00:00+01:00,1972,WCQ,FIFA World Cup qualification,,,Republic of Ireland,Russia,1,2,3,TEAM_B_WIN,YES,YES,YES,1.0,7.0,4.0,17.0,0.6,1.5,2.6,0.6,,-296.202,0,1,0,1,0,0,0,train
868,868,national_v1_elo_form,1972-10-19T00:00:00+01:00,1972,WCQ,FIFA World Cup qualification,,,Spain,Yugoslavia,2,2,4,DRAW,YES,YES,YES,7.0,7.0,14.0,14.0,1.5,2.5,1.1,1.4,,-37.636,0,1,0,1,0,0,0,train
869,869,national_v1_elo_form,1972-10-21T00:00:00+01:00,1972,WCQ,FIFA World Cup qualification,,,Switzerland,Italy,0,0,0,DRAW,NO,NO,NO,4.0,10.0,10.0,21.0,0.8,2.3,1.8,1.1,,-223.715,0,1,0,1,0,0,0,train
870,870,national_v1_elo_form,1972-10-22T00:00:00+01:00,1972,WCQ,FIFA World Cup qualification,,,Luxembourg,Turkey,2,0,2,TEAM_A_WIN,YES,NO,NO,0.0,0.0,0.0,3.0,0.9,0.6,4.1,3.2,,-189.625,0,1,0,1,0,0,0,train
871,871,national_v1_elo_form,1972-10-29T00:00:00+01:00,1972,WCQ,FIFA World Cup qualification,,,Ivory Coast,Sierra Leone,2,0,2,TEAM_A_WIN,YES,NO,NO,3.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,,45.718,0,1,0,1,0,0,0,train
872,872,national_v1_elo_form,1972-10-29T00:00:00+01:00,1972,WCQ,FIFA World Cup qualification,,,Romania,Albania,2,0,2,TEAM_A_WIN,YES,NO,NO,5.0,1.0,15.0,1.0,1.2,0.286,1.2,1.857,,154.301,0,1,0,1,0,0,0,train
873,873,national_v1_elo_form,1972-11-01T00:00:00+01:00,1972,WCQ,FIFA World Cup qualification,,,Netherlands,Norway,9,0,9,TEAM_A_WIN,YES,YES,NO,7.0,6.0,12.0,13.0,1.1,1.6,0.9,2.0,,58.983,0,1,0,1,0,0,0,train
874,874,national_v1_elo_form,1972-11-15T00:00:00+01:00,1972,WCQ,FIFA World Cup qualification,,,Republic of Ireland,France,2,1,3,TEAM_A_WIN,YES,YES,YES,1.0,9.0,4.0,16.0,0.6,1.4,2.1,1.0,,-234.482,0,1,0,1,0,0,0,train
875,875,national_v1_elo_form,1972-11-15T00:00:00+01:00,1972,WCQ,FIFA World Cup qualification,,,Scotland,Denmark,2,0,2,TEAM_A_WIN,YES,NO,NO,7.0,7.0,16.0,8.0,2.4,1.1,1.3,2.2,,141.27,0,1,0,1,0,0,0,train
