selector_variant,config_family,total_rows,selected_rows,abstain_rows,coverage,abstention_rate,reliability,avg_confidence,double_chance_rows,double_chance_share_selected,direct_market_rows,direct_market_share_selected,strict_1x2_rows,over_1_5_rows,over_2_5_rows,btts_rows,selected_markets_count,quality_score,meets_v18_3_2_targets,strict_1x2_min_confidence,over_1_5_yes_min_confidence,over_2_5_min_confidence,btts_no_min_confidence,double_chance_max_excluded_probability,double_chance_share_cap,allow_btts,priority_name,priority
v18_3_2_s800_o15760_o25680_b720_dc140_cap720_reference_order_btts0,threshold_search,1947,1021,926,0.5243965074473549,0.4756034925526451,0.9089128305582762,0.8975502242899119,735,0.7198824681684622,286,0.2801175318315377,199,58,29,0,4,0.6867811299133201,True,0.8,0.76,0.68,0.72,0.14,0.72,False,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s800_o15760_o25680_b720_dc150_cap720_reference_order_btts0,threshold_search,1947,1021,926,0.5243965074473549,0.4756034925526451,0.9089128305582762,0.8975502242899119,735,0.7198824681684622,286,0.2801175318315377,199,58,29,0,4,0.6867811299133201,True,0.8,0.76,0.68,0.72,0.15,0.72,False,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s800_o15760_o25680_b750_dc140_cap720_reference_order_btts0,threshold_search,1947,1021,926,0.5243965074473549,0.4756034925526451,0.9089128305582762,0.8975502242899119,735,0.7198824681684622,286,0.2801175318315377,199,58,29,0,4,0.6867811299133201,True,0.8,0.76,0.68,0.75,0.14,0.72,False,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s800_o15760_o25680_b750_dc150_cap720_reference_order_btts0,threshold_search,1947,1021,926,0.5243965074473549,0.4756034925526451,0.9089128305582762,0.8975502242899119,735,0.7198824681684622,286,0.2801175318315377,199,58,29,0,4,0.6867811299133201,True,0.8,0.76,0.68,0.75,0.15,0.72,False,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s800_o15780_o25660_b700_dc140_cap700_balanced_order_btts1,threshold_search,1947,996,951,0.5115562403697997,0.4884437596302003,0.893574297188755,0.8913408694779116,697,0.6997991967871486,299,0.3002008032128514,199,4,86,10,5,0.6867510102041449,False,0.8,0.78,0.66,0.7,0.14,0.7,True,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s800_o15780_o25660_b700_dc150_cap700_balanced_order_btts1,threshold_search,1947,996,951,0.5115562403697997,0.4884437596302003,0.893574297188755,0.8913408694779116,697,0.6997991967871486,299,0.3002008032128514,199,4,86,10,5,0.6867510102041449,False,0.8,0.78,0.66,0.7,0.15,0.7,True,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s800_o15800_o25660_b700_dc140_cap700_balanced_order_btts1,threshold_search,1947,996,951,0.5115562403697997,0.4884437596302003,0.893574297188755,0.8913408694779116,697,0.6997991967871486,299,0.3002008032128514,199,4,86,10,5,0.6867510102041449,False,0.8,0.8,0.66,0.7,0.14,0.7,True,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s800_o15800_o25660_b700_dc150_cap700_balanced_order_btts1,threshold_search,1947,996,951,0.5115562403697997,0.4884437596302003,0.893574297188755,0.8913408694779116,697,0.6997991967871486,299,0.3002008032128514,199,4,86,10,5,0.6867510102041449,False,0.8,0.8,0.66,0.7,0.15,0.7,True,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s800_o15780_o25680_b750_dc130_capnone_balanced_order_btts1,threshold_search,1947,977,970,0.5017976373908577,0.49820236260914225,0.9068577277379734,0.8985593009211873,704,0.7205731832139202,273,0.27942681678607983,199,7,66,1,5,0.6867477141170392,False,0.8,0.78,0.68,0.75,0.13,,True,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s780_o15760_o25680_b750_dc130_capnone_balanced_order_btts1,threshold_search,1947,980,967,0.5033384694401644,0.49666153055983564,0.8969387755102041,0.892009118367347,669,0.6826530612244898,311,0.3173469387755102,236,14,60,1,5,0.6866925306332087,True,0.78,0.76,0.68,0.75,0.13,,True,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s780_o15760_o25680_b750_dc130_cap700_balanced_order_btts1,threshold_search,1947,980,967,0.5033384694401644,0.49666153055983564,0.8969387755102041,0.892009118367347,669,0.6826530612244898,311,0.3173469387755102,236,14,60,1,5,0.6866925306332087,True,0.78,0.76,0.68,0.75,0.13,0.7,True,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s780_o15760_o25680_b750_dc130_cap720_balanced_order_btts1,threshold_search,1947,980,967,0.5033384694401644,0.49666153055983564,0.8969387755102041,0.892009118367347,669,0.6826530612244898,311,0.3173469387755102,236,14,60,1,5,0.6866925306332087,True,0.78,0.76,0.68,0.75,0.13,0.72,True,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s780_o15780_o25640_b720_dc130_capnone_balanced_order_btts1,threshold_search,1947,995,952,0.5110426296866974,0.4889573703133025,0.8824120603015075,0.8806815085427135,645,0.6482412060301508,350,0.35175879396984927,236,2,109,3,5,0.6866783584073424,False,0.78,0.78,0.64,0.72,0.13,,True,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s780_o15780_o25640_b720_dc130_cap700_balanced_order_btts1,threshold_search,1947,995,952,0.5110426296866974,0.4889573703133025,0.8824120603015075,0.8806815085427135,645,0.6482412060301508,350,0.35175879396984927,236,2,109,3,5,0.6866783584073424,False,0.78,0.78,0.64,0.72,0.13,0.7,True,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s780_o15780_o25640_b720_dc130_cap720_balanced_order_btts1,threshold_search,1947,995,952,0.5110426296866974,0.4889573703133025,0.8824120603015075,0.8806815085427135,645,0.6482412060301508,350,0.35175879396984927,236,2,109,3,5,0.6866783584073424,False,0.78,0.78,0.64,0.72,0.13,0.72,True,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s780_o15800_o25640_b720_dc130_capnone_balanced_order_btts1,threshold_search,1947,995,952,0.5110426296866974,0.4889573703133025,0.8824120603015075,0.8806815085427135,645,0.6482412060301508,350,0.35175879396984927,236,2,109,3,5,0.6866783584073424,False,0.78,0.8,0.64,0.72,0.13,,True,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s780_o15800_o25640_b720_dc130_cap700_balanced_order_btts1,threshold_search,1947,995,952,0.5110426296866974,0.4889573703133025,0.8824120603015075,0.8806815085427135,645,0.6482412060301508,350,0.35175879396984927,236,2,109,3,5,0.6866783584073424,False,0.78,0.8,0.64,0.72,0.13,0.7,True,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s780_o15800_o25640_b720_dc130_cap720_balanced_order_btts1,threshold_search,1947,995,952,0.5110426296866974,0.4889573703133025,0.8824120603015075,0.8806815085427135,645,0.6482412060301508,350,0.35175879396984927,236,2,109,3,5,0.6866783584073424,False,0.78,0.8,0.64,0.72,0.13,0.72,True,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s800_o15780_o25680_b700_dc130_capnone_balanced_order_btts1,threshold_search,1947,978,969,0.50231124807396,0.49768875192604006,0.9038854805725971,0.896212081799591,695,0.7106339468302658,283,0.2893660531697341,199,7,66,11,5,0.6866095708042261,True,0.8,0.78,0.68,0.7,0.13,,True,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s800_o15780_o25680_b700_dc130_cap720_balanced_order_btts1,threshold_search,1947,978,969,0.50231124807396,0.49768875192604006,0.9038854805725971,0.896212081799591,695,0.7106339468302658,283,0.2893660531697341,199,7,66,11,5,0.6866095708042261,True,0.8,0.78,0.68,0.7,0.13,0.72,True,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s800_o15780_o25680_b720_dc130_capnone_balanced_order_btts1,threshold_search,1947,977,970,0.5017976373908577,0.49820236260914225,0.9058341862845445,0.8978292108495395,701,0.7175025588536336,276,0.28249744114636643,199,7,66,4,5,0.6865941828990249,True,0.8,0.78,0.68,0.72,0.13,,True,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s800_o15780_o25680_b720_dc130_cap720_balanced_order_btts1,threshold_search,1947,977,970,0.5017976373908577,0.49820236260914225,0.9058341862845445,0.8978292108495395,701,0.7175025588536336,276,0.28249744114636643,199,7,66,4,5,0.6865941828990249,True,0.8,0.78,0.68,0.72,0.13,0.72,True,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s800_o15800_o25680_b750_dc130_capnone_balanced_order_btts1,threshold_search,1947,977,970,0.5017976373908577,0.49820236260914225,0.9068577277379734,0.8988990962128967,706,0.7226202661207779,271,0.2773797338792221,199,5,66,1,5,0.6865430058263533,False,0.8,0.8,0.68,0.75,0.13,,True,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s780_o15760_o25680_b720_dc130_capnone_balanced_order_btts1,threshold_search,1947,980,967,0.5033384694401644,0.49666153055983564,0.8959183673469387,0.891281263265306,666,0.6795918367346939,314,0.32040816326530613,236,14,60,4,5,0.6865394694087188,True,0.78,0.76,0.68,0.72,0.13,,True,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s780_o15760_o25680_b720_dc130_cap700_balanced_order_btts1,threshold_search,1947,980,967,0.5033384694401644,0.49666153055983564,0.8959183673469387,0.891281263265306,666,0.6795918367346939,314,0.32040816326530613,236,14,60,4,5,0.6865394694087188,True,0.78,0.76,0.68,0.72,0.13,0.7,True,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s780_o15760_o25680_b720_dc130_cap720_balanced_order_btts1,threshold_search,1947,980,967,0.5033384694401644,0.49666153055983564,0.8959183673469387,0.891281263265306,666,0.6795918367346939,314,0.32040816326530613,236,14,60,4,5,0.6865394694087188,True,0.78,0.76,0.68,0.72,0.13,0.72,True,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s780_o15760_o25640_b720_dc130_capnone_balanced_order_btts1,threshold_search,1947,997,950,0.5120698510529019,0.4879301489470981,0.8796389167502507,0.8795618605817452,640,0.641925777331996,357,0.35807422266800404,236,9,109,3,5,0.6864728752255741,False,0.78,0.76,0.64,0.72,0.13,,True,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s780_o15760_o25640_b720_dc130_cap700_balanced_order_btts1,threshold_search,1947,997,950,0.5120698510529019,0.4879301489470981,0.8796389167502507,0.8795618605817452,640,0.641925777331996,357,0.35807422266800404,236,9,109,3,5,0.6864728752255741,False,0.78,0.76,0.64,0.72,0.13,0.7,True,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s780_o15760_o25640_b720_dc130_cap720_balanced_order_btts1,threshold_search,1947,997,950,0.5120698510529019,0.4879301489470981,0.8796389167502507,0.8795618605817452,640,0.641925777331996,357,0.35807422266800404,236,9,109,3,5,0.6864728752255741,False,0.78,0.76,0.64,0.72,0.13,0.72,True,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s780_o15780_o25700_b720_dc130_cap700_reference_order_btts1,threshold_search,1947,956,991,0.49101181304571134,0.5089881869542886,0.9110878661087866,0.8990152949790795,669,0.6997907949790795,287,0.3002092050209205,236,28,18,5,5,0.6864151854693306,False,0.78,0.78,0.7,0.72,0.13,0.7,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s780_o15780_o25700_b720_dc140_cap700_reference_order_btts1,threshold_search,1947,956,991,0.49101181304571134,0.5089881869542886,0.9110878661087866,0.8990152949790795,669,0.6997907949790795,287,0.3002092050209205,236,28,18,5,5,0.6864151854693306,False,0.78,0.78,0.7,0.72,0.14,0.7,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s780_o15780_o25700_b720_dc150_cap700_reference_order_btts1,threshold_search,1947,956,991,0.49101181304571134,0.5089881869542886,0.9110878661087866,0.8990152949790795,669,0.6997907949790795,287,0.3002092050209205,236,28,18,5,5,0.6864151854693306,False,0.78,0.78,0.7,0.72,0.15,0.7,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s800_o15800_o25680_b700_dc130_capnone_balanced_order_btts1,threshold_search,1947,978,969,0.50231124807396,0.49768875192604006,0.9038854805725971,0.8965515296523517,697,0.712678936605317,281,0.28732106339468305,199,5,66,11,5,0.6864050718267211,True,0.8,0.8,0.68,0.7,0.13,,True,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s800_o15800_o25680_b700_dc130_cap720_balanced_order_btts1,threshold_search,1947,978,969,0.50231124807396,0.49768875192604006,0.9038854805725971,0.8965515296523517,697,0.712678936605317,281,0.28732106339468305,199,5,66,11,5,0.6864050718267211,True,0.8,0.8,0.68,0.7,0.13,0.72,True,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s780_o15780_o25640_b700_dc130_capnone_balanced_order_btts1,threshold_search,1947,996,951,0.5115562403697997,0.4884437596302003,0.8805220883534136,0.8798503704819277,642,0.6445783132530121,354,0.35542168674698793,236,2,109,7,5,0.6863996045816549,False,0.78,0.78,0.64,0.7,0.13,,True,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s780_o15780_o25640_b700_dc130_cap700_balanced_order_btts1,threshold_search,1947,996,951,0.5115562403697997,0.4884437596302003,0.8805220883534136,0.8798503704819277,642,0.6445783132530121,354,0.35542168674698793,236,2,109,7,5,0.6863996045816549,False,0.78,0.78,0.64,0.7,0.13,0.7,True,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s780_o15780_o25640_b700_dc130_cap720_balanced_order_btts1,threshold_search,1947,996,951,0.5115562403697997,0.4884437596302003,0.8805220883534136,0.8798503704819277,642,0.6445783132530121,354,0.35542168674698793,236,2,109,7,5,0.6863996045816549,False,0.78,0.78,0.64,0.7,0.13,0.72,True,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s780_o15800_o25640_b700_dc130_capnone_balanced_order_btts1,threshold_search,1947,996,951,0.5115562403697997,0.4884437596302003,0.8805220883534136,0.8798503704819277,642,0.6445783132530121,354,0.35542168674698793,236,2,109,7,5,0.6863996045816549,False,0.78,0.8,0.64,0.7,0.13,,True,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s780_o15800_o25640_b700_dc130_cap700_balanced_order_btts1,threshold_search,1947,996,951,0.5115562403697997,0.4884437596302003,0.8805220883534136,0.8798503704819277,642,0.6445783132530121,354,0.35542168674698793,236,2,109,7,5,0.6863996045816549,False,0.78,0.8,0.64,0.7,0.13,0.7,True,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s780_o15800_o25640_b700_dc130_cap720_balanced_order_btts1,threshold_search,1947,996,951,0.5115562403697997,0.4884437596302003,0.8805220883534136,0.8798503704819277,642,0.6445783132530121,354,0.35542168674698793,236,2,109,7,5,0.6863996045816549,False,0.78,0.8,0.64,0.7,0.13,0.72,True,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s800_o15800_o25680_b720_dc130_capnone_balanced_order_btts1,threshold_search,1947,977,970,0.5017976373908577,0.49820236260914225,0.9058341862845445,0.8981690061412487,703,0.7195496417604913,274,0.2804503582395087,199,5,66,4,5,0.6863894746083391,True,0.8,0.8,0.68,0.72,0.13,,True,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s800_o15800_o25680_b720_dc130_cap720_balanced_order_btts1,threshold_search,1947,977,970,0.5017976373908577,0.49820236260914225,0.9058341862845445,0.8981690061412487,703,0.7195496417604913,274,0.2804503582395087,199,5,66,4,5,0.6863894746083391,True,0.8,0.8,0.68,0.72,0.13,0.72,True,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s780_o15780_o25680_b750_dc130_capnone_balanced_order_btts1,threshold_search,1947,977,970,0.5017976373908577,0.49820236260914225,0.8996929375639714,0.893696559877175,676,0.691914022517912,301,0.30808597748208805,236,4,60,1,5,0.686389474608339,True,0.78,0.78,0.68,0.75,0.13,,True,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s780_o15780_o25680_b750_dc130_cap700_balanced_order_btts1,threshold_search,1947,977,970,0.5017976373908577,0.49820236260914225,0.8996929375639714,0.893696559877175,676,0.691914022517912,301,0.30808597748208805,236,4,60,1,5,0.686389474608339,True,0.78,0.78,0.68,0.75,0.13,0.7,True,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s780_o15780_o25680_b750_dc130_cap720_balanced_order_btts1,threshold_search,1947,977,970,0.5017976373908577,0.49820236260914225,0.8996929375639714,0.893696559877175,676,0.691914022517912,301,0.30808597748208805,236,4,60,1,5,0.686389474608339,True,0.78,0.78,0.68,0.75,0.13,0.72,True,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s780_o15800_o25680_b750_dc130_capnone_balanced_order_btts1,threshold_search,1947,977,970,0.5017976373908577,0.49820236260914225,0.8996929375639714,0.893696559877175,676,0.691914022517912,301,0.30808597748208805,236,4,60,1,5,0.686389474608339,True,0.78,0.8,0.68,0.75,0.13,,True,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s780_o15800_o25680_b750_dc130_cap700_balanced_order_btts1,threshold_search,1947,977,970,0.5017976373908577,0.49820236260914225,0.8996929375639714,0.893696559877175,676,0.691914022517912,301,0.30808597748208805,236,4,60,1,5,0.686389474608339,True,0.78,0.8,0.68,0.75,0.13,0.7,True,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s780_o15800_o25680_b750_dc130_cap720_balanced_order_btts1,threshold_search,1947,977,970,0.5017976373908577,0.49820236260914225,0.8996929375639714,0.893696559877175,676,0.691914022517912,301,0.30808597748208805,236,4,60,1,5,0.686389474608339,True,0.78,0.8,0.68,0.75,0.13,0.72,True,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s780_o15760_o25680_b700_dc130_capnone_balanced_order_btts1,threshold_search,1947,981,966,0.5038520801232665,0.49614791987673346,0.8939857288481141,0.8902145851172274,662,0.6748216106014271,319,0.3251783893985729,236,14,60,9,5,0.6863522489708154,False,0.78,0.76,0.68,0.7,0.13,,True,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s780_o15760_o25680_b700_dc130_cap700_balanced_order_btts1,threshold_search,1947,981,966,0.5038520801232665,0.49614791987673346,0.8939857288481141,0.8902145851172274,662,0.6748216106014271,319,0.3251783893985729,236,14,60,9,5,0.6863522489708154,False,0.78,0.76,0.68,0.7,0.13,0.7,True,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s780_o15760_o25680_b700_dc130_cap720_balanced_order_btts1,threshold_search,1947,981,966,0.5038520801232665,0.49614791987673346,0.8939857288481141,0.8902145851172274,662,0.6748216106014271,319,0.3251783893985729,236,14,60,9,5,0.6863522489708154,False,0.78,0.76,0.68,0.7,0.13,0.72,True,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s800_o15760_o25660_b700_dc130_capnone_balanced_order_btts1,threshold_search,1947,986,961,0.5064201335387776,0.49357986646122237,0.8935091277890467,0.8893366014198784,674,0.6835699797160243,312,0.31643002028397565,199,17,86,10,5,0.6862901629489797,False,0.8,0.76,0.66,0.7,0.13,,True,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s800_o15760_o25660_b700_dc130_cap700_balanced_order_btts1,threshold_search,1947,986,961,0.5064201335387776,0.49357986646122237,0.8935091277890467,0.8893366014198784,674,0.6835699797160243,312,0.31643002028397565,199,17,86,10,5,0.6862901629489797,False,0.8,0.76,0.66,0.7,0.13,0.7,True,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s800_o15760_o25660_b700_dc130_cap720_balanced_order_btts1,threshold_search,1947,986,961,0.5064201335387776,0.49357986646122237,0.8935091277890467,0.8893366014198784,674,0.6835699797160243,312,0.31643002028397565,199,17,86,10,5,0.6862901629489797,False,0.8,0.76,0.66,0.7,0.13,0.72,True,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s800_o15760_o25660_b720_dc130_capnone_balanced_order_btts1,threshold_search,1947,985,962,0.5059065228556754,0.4940934771443246,0.8954314720812183,0.8909336162436549,680,0.6903553299492385,305,0.3096446700507614,199,17,86,3,5,0.6862712385838946,True,0.8,0.76,0.66,0.72,0.13,,True,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s800_o15760_o25660_b720_dc130_cap700_balanced_order_btts1,threshold_search,1947,985,962,0.5059065228556754,0.4940934771443246,0.8954314720812183,0.8909336162436549,680,0.6903553299492385,305,0.3096446700507614,199,17,86,3,5,0.6862712385838946,True,0.8,0.76,0.66,0.72,0.13,0.7,True,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s800_o15760_o25660_b720_dc130_cap720_balanced_order_btts1,threshold_search,1947,985,962,0.5059065228556754,0.4940934771443246,0.8954314720812183,0.8909336162436549,680,0.6903553299492385,305,0.3096446700507614,199,17,86,3,5,0.6862712385838946,True,0.8,0.76,0.66,0.72,0.13,0.72,True,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s780_o15780_o25680_b720_dc130_capnone_balanced_order_btts1,threshold_search,1947,977,970,0.5017976373908577,0.49820236260914225,0.8986693961105425,0.8929664698055272,673,0.6888433981576254,304,0.3111566018423746,236,4,60,4,5,0.6862359433903248,True,0.78,0.78,0.68,0.72,0.13,,True,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s780_o15780_o25680_b720_dc130_cap700_balanced_order_btts1,threshold_search,1947,977,970,0.5017976373908577,0.49820236260914225,0.8986693961105425,0.8929664698055272,673,0.6888433981576254,304,0.3111566018423746,236,4,60,4,5,0.6862359433903248,True,0.78,0.78,0.68,0.72,0.13,0.7,True,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s780_o15780_o25680_b720_dc130_cap720_balanced_order_btts1,threshold_search,1947,977,970,0.5017976373908577,0.49820236260914225,0.8986693961105425,0.8929664698055272,673,0.6888433981576254,304,0.3111566018423746,236,4,60,4,5,0.6862359433903248,True,0.78,0.78,0.68,0.72,0.13,0.72,True,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s780_o15800_o25680_b720_dc130_capnone_balanced_order_btts1,threshold_search,1947,977,970,0.5017976373908577,0.49820236260914225,0.8986693961105425,0.8929664698055272,673,0.6888433981576254,304,0.3111566018423746,236,4,60,4,5,0.6862359433903248,True,0.78,0.8,0.68,0.72,0.13,,True,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s780_o15800_o25680_b720_dc130_cap700_balanced_order_btts1,threshold_search,1947,977,970,0.5017976373908577,0.49820236260914225,0.8986693961105425,0.8929664698055272,673,0.6888433981576254,304,0.3111566018423746,236,4,60,4,5,0.6862359433903248,True,0.78,0.8,0.68,0.72,0.13,0.7,True,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s780_o15800_o25680_b720_dc130_cap720_balanced_order_btts1,threshold_search,1947,977,970,0.5017976373908577,0.49820236260914225,0.8986693961105425,0.8929664698055272,673,0.6888433981576254,304,0.3111566018423746,236,4,60,4,5,0.6862359433903248,True,0.78,0.8,0.68,0.72,0.13,0.72,True,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s780_o15800_o25700_b700_dc130_cap700_reference_order_btts1,threshold_search,1947,959,988,0.49255264509501795,0.507447354904982,0.9092805005213764,0.8983919864442127,671,0.6996871741397289,288,0.30031282586027114,236,23,19,10,5,0.6862285658586538,False,0.78,0.8,0.7,0.7,0.13,0.7,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s780_o15800_o25700_b700_dc140_cap700_reference_order_btts1,threshold_search,1947,959,988,0.49255264509501795,0.507447354904982,0.9092805005213764,0.8983919864442127,671,0.6996871741397289,288,0.30031282586027114,236,23,19,10,5,0.6862285658586538,False,0.78,0.8,0.7,0.7,0.14,0.7,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s780_o15800_o25700_b700_dc150_cap700_reference_order_btts1,threshold_search,1947,959,988,0.49255264509501795,0.507447354904982,0.9092805005213764,0.8983919864442127,671,0.6996871741397289,288,0.30031282586027114,236,23,19,10,5,0.6862285658586538,False,0.78,0.8,0.7,0.7,0.15,0.7,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
