selector_variant,config_family,total_rows,selected_rows,abstain_rows,coverage,abstention_rate,reliability,avg_confidence,double_chance_rows,double_chance_share_selected,direct_market_rows,direct_market_share_selected,strict_1x2_rows,over_1_5_rows,over_2_5_rows,btts_rows,selected_markets_count,quality_score,meets_v18_3_2_targets,strict_1x2_min_confidence,over_1_5_yes_min_confidence,over_2_5_min_confidence,btts_no_min_confidence,double_chance_max_excluded_probability,double_chance_share_cap,allow_btts,priority_name,priority
v18_3_2_s760_o15760_o25640_b720_dc150_capnone_reference_order_btts1,threshold_search,1947,1141,806,0.5860297894196199,0.4139702105803801,0.8816827344434707,0.8753567142857143,758,0.6643295354951797,383,0.33567046450482035,276,38,67,2,5,0.7147361927178919,False,0.76,0.76,0.64,0.72,0.15,,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15760_o25640_b720_dc150_cap700_reference_order_btts1,threshold_search,1947,1141,806,0.5860297894196199,0.4139702105803801,0.8816827344434707,0.8753567142857143,758,0.6643295354951797,383,0.33567046450482035,276,38,67,2,5,0.7147361927178919,False,0.76,0.76,0.64,0.72,0.15,0.7,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15760_o25640_b720_dc150_cap720_reference_order_btts1,threshold_search,1947,1141,806,0.5860297894196199,0.4139702105803801,0.8816827344434707,0.8753567142857143,758,0.6643295354951797,383,0.33567046450482035,276,38,67,2,5,0.7147361927178919,False,0.76,0.76,0.64,0.72,0.15,0.72,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15780_o25640_b720_dc150_capnone_reference_order_btts1,threshold_search,1947,1139,808,0.5850025680534156,0.4149974319465845,0.8832309043020193,0.8757813450395083,763,0.6698858647936786,376,0.3301141352063213,276,23,75,2,5,0.7144663476779072,False,0.76,0.78,0.64,0.72,0.15,,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15780_o25640_b720_dc150_cap700_reference_order_btts1,threshold_search,1947,1139,808,0.5850025680534156,0.4149974319465845,0.8832309043020193,0.8757813450395083,763,0.6698858647936786,376,0.3301141352063213,276,23,75,2,5,0.7144663476779072,False,0.76,0.78,0.64,0.72,0.15,0.7,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15780_o25640_b720_dc150_cap720_reference_order_btts1,threshold_search,1947,1139,808,0.5850025680534156,0.4149974319465845,0.8832309043020193,0.8757813450395083,763,0.6698858647936786,376,0.3301141352063213,276,23,75,2,5,0.7144663476779072,False,0.76,0.78,0.64,0.72,0.15,0.72,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15760_o25680_b750_dc150_capnone_reference_order_btts1,threshold_search,1947,1129,818,0.5798664612223934,0.42013353877760656,0.8937112488928255,0.8842135527015058,787,0.6970770593445527,342,0.3029229406554473,276,38,27,1,5,0.7144089405562737,False,0.76,0.76,0.68,0.75,0.15,,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15760_o25680_b750_dc150_cap700_reference_order_btts1,threshold_search,1947,1129,818,0.5798664612223934,0.42013353877760656,0.8937112488928255,0.8842135527015058,787,0.6970770593445527,342,0.3029229406554473,276,38,27,1,5,0.7144089405562737,False,0.76,0.76,0.68,0.75,0.15,0.7,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15760_o25680_b750_dc150_cap720_reference_order_btts1,threshold_search,1947,1129,818,0.5798664612223934,0.42013353877760656,0.8937112488928255,0.8842135527015058,787,0.6970770593445527,342,0.3029229406554473,276,38,27,1,5,0.7144089405562737,False,0.76,0.76,0.68,0.75,0.15,0.72,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15760_o25640_b700_dc150_capnone_reference_order_btts1,threshold_search,1947,1141,806,0.5860297894196199,0.4139702105803801,0.8799298860648553,0.8746489386503068,754,0.6608238387379491,387,0.33917616126205086,276,38,67,6,5,0.7142979806232381,False,0.76,0.76,0.64,0.7,0.15,,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15760_o25640_b700_dc150_cap700_reference_order_btts1,threshold_search,1947,1141,806,0.5860297894196199,0.4139702105803801,0.8799298860648553,0.8746489386503068,754,0.6608238387379491,387,0.33917616126205086,276,38,67,6,5,0.7142979806232381,False,0.76,0.76,0.64,0.7,0.15,0.7,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15760_o25640_b700_dc150_cap720_reference_order_btts1,threshold_search,1947,1141,806,0.5860297894196199,0.4139702105803801,0.8799298860648553,0.8746489386503068,754,0.6608238387379491,387,0.33917616126205086,276,38,67,6,5,0.7142979806232381,False,0.76,0.76,0.64,0.7,0.15,0.72,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15760_o25680_b720_dc150_capnone_reference_order_btts1,threshold_search,1947,1129,818,0.5798664612223934,0.42013353877760656,0.8928255093002657,0.8838041833480956,785,0.6953055801594331,344,0.3046944198405669,276,38,27,3,5,0.7141875056581336,False,0.76,0.76,0.68,0.72,0.15,,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15760_o25680_b720_dc150_cap700_reference_order_btts1,threshold_search,1947,1129,818,0.5798664612223934,0.42013353877760656,0.8928255093002657,0.8838041833480956,785,0.6953055801594331,344,0.3046944198405669,276,38,27,3,5,0.7141875056581336,False,0.76,0.76,0.68,0.72,0.15,0.7,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15760_o25680_b720_dc150_cap720_reference_order_btts1,threshold_search,1947,1129,818,0.5798664612223934,0.42013353877760656,0.8928255093002657,0.8838041833480956,785,0.6953055801594331,344,0.3046944198405669,276,38,27,3,5,0.7141875056581336,False,0.76,0.76,0.68,0.72,0.15,0.72,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15780_o25680_b750_dc150_capnone_reference_order_btts1,threshold_search,1947,1126,821,0.5783256291730868,0.4216743708269132,0.8960923623445826,0.8851466412078154,793,0.7042628774422736,333,0.29573712255772644,276,23,33,1,5,0.7141455269800696,True,0.76,0.78,0.68,0.75,0.15,,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15780_o25680_b750_dc150_cap720_reference_order_btts1,threshold_search,1947,1126,821,0.5783256291730868,0.4216743708269132,0.8960923623445826,0.8851466412078154,793,0.7042628774422736,333,0.29573712255772644,276,23,33,1,5,0.7141455269800696,True,0.76,0.78,0.68,0.75,0.15,0.72,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15780_o25640_b700_dc150_capnone_reference_order_btts1,threshold_search,1947,1139,808,0.5850025680534156,0.4149974319465845,0.8814749780509219,0.8750723266022827,759,0.6663740122914837,380,0.33362598770851626,276,23,75,6,5,0.7140273661151328,False,0.76,0.78,0.64,0.7,0.15,,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15780_o25640_b700_dc150_cap700_reference_order_btts1,threshold_search,1947,1139,808,0.5850025680534156,0.4149974319465845,0.8814749780509219,0.8750723266022827,759,0.6663740122914837,380,0.33362598770851626,276,23,75,6,5,0.7140273661151328,False,0.76,0.78,0.64,0.7,0.15,0.7,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15780_o25640_b700_dc150_cap720_reference_order_btts1,threshold_search,1947,1139,808,0.5850025680534156,0.4149974319465845,0.8814749780509219,0.8750723266022827,759,0.6663740122914837,380,0.33362598770851626,276,23,75,6,5,0.7140273661151328,False,0.76,0.78,0.64,0.7,0.15,0.72,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15760_o25700_b750_dc150_capnone_reference_order_btts1,threshold_search,1947,1123,824,0.5767847971237802,0.42321520287621983,0.8975957257346393,0.8864354826357969,793,0.7061442564559216,330,0.29385574354407834,276,38,15,1,5,0.7140175697845077,True,0.76,0.76,0.7,0.75,0.15,,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15760_o25700_b750_dc150_cap720_reference_order_btts1,threshold_search,1947,1123,824,0.5767847971237802,0.42321520287621983,0.8975957257346393,0.8864354826357969,793,0.7061442564559216,330,0.29385574354407834,276,38,15,1,5,0.7140175697845077,True,0.76,0.76,0.7,0.75,0.15,0.72,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15780_o25680_b720_dc150_capnone_reference_order_btts1,threshold_search,1947,1126,821,0.5783256291730868,0.4216743708269132,0.8952042628774423,0.8847361811722914,791,0.7024866785079928,335,0.2975133214920071,276,23,33,3,5,0.7139235021132845,True,0.76,0.78,0.68,0.72,0.15,,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15780_o25680_b720_dc150_cap720_reference_order_btts1,threshold_search,1947,1126,821,0.5783256291730868,0.4216743708269132,0.8952042628774423,0.8847361811722914,791,0.7024866785079928,335,0.2975133214920071,276,23,33,3,5,0.7139235021132845,True,0.76,0.78,0.68,0.72,0.15,0.72,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15780_o25700_b750_dc150_capnone_reference_order_btts1,threshold_search,1947,1120,827,0.5752439650744735,0.42475603492552644,0.9008928571428572,0.8881052116071428,802,0.7160714285714286,318,0.2839285714285714,276,23,18,1,5,0.7138922288869323,True,0.76,0.78,0.7,0.75,0.15,,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15780_o25700_b750_dc150_cap720_reference_order_btts1,threshold_search,1947,1120,827,0.5752439650744735,0.42475603492552644,0.9008928571428572,0.8881052116071428,802,0.7160714285714286,318,0.2839285714285714,276,23,18,1,5,0.7138922288869323,True,0.76,0.78,0.7,0.75,0.15,0.72,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s800_o15760_o25640_b720_dc150_capnone_reference_order_btts1,threshold_search,1947,1141,806,0.5860297894196199,0.4139702105803801,0.8886941279579317,0.882306764241893,804,0.7046450482033304,337,0.2953549517966696,199,58,77,3,5,0.7138597685285841,False,0.8,0.76,0.64,0.72,0.15,,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s800_o15760_o25640_b720_dc150_cap720_reference_order_btts1,threshold_search,1947,1141,806,0.5860297894196199,0.4139702105803801,0.8886941279579317,0.882306764241893,804,0.7046450482033304,337,0.2953549517966696,199,58,77,3,5,0.7138597685285841,False,0.8,0.76,0.64,0.72,0.15,0.72,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15760_o25680_b700_dc150_capnone_reference_order_btts1,threshold_search,1947,1129,818,0.5798664612223934,0.42013353877760656,0.8910540301151462,0.8829046527900797,780,0.6908768821966342,349,0.3091231178033658,276,38,27,8,5,0.7138332098211098,False,0.76,0.76,0.68,0.7,0.15,,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15760_o25680_b700_dc150_cap700_reference_order_btts1,threshold_search,1947,1129,818,0.5798664612223934,0.42013353877760656,0.8910540301151462,0.8829046527900797,780,0.6908768821966342,349,0.3091231178033658,276,38,27,8,5,0.7138332098211098,False,0.76,0.76,0.68,0.7,0.15,0.7,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15760_o25680_b700_dc150_cap720_reference_order_btts1,threshold_search,1947,1129,818,0.5798664612223934,0.42013353877760656,0.8910540301151462,0.8829046527900797,780,0.6908768821966342,349,0.3091231178033658,276,38,27,8,5,0.7138332098211098,False,0.76,0.76,0.68,0.7,0.15,0.72,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15800_o25700_b750_dc150_capnone_reference_order_btts1,threshold_search,1947,1119,828,0.5747303543913713,0.4252696456086287,0.9016979445933869,0.8884590965147453,804,0.7184986595174263,315,0.28150134048257375,276,20,18,1,5,0.7138063508718301,True,0.76,0.8,0.7,0.75,0.15,,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15800_o25700_b750_dc150_cap720_reference_order_btts1,threshold_search,1947,1119,828,0.5747303543913713,0.4252696456086287,0.9016979445933869,0.8884590965147453,804,0.7184986595174263,315,0.28150134048257375,276,20,18,1,5,0.7138063508718301,True,0.76,0.8,0.7,0.75,0.15,0.72,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15760_o25700_b720_dc150_capnone_reference_order_btts1,threshold_search,1947,1123,824,0.5767847971237802,0.42321520287621983,0.8967052537845058,0.886023926090828,791,0.7043633125556545,332,0.2956366874443455,276,38,15,3,5,0.7137949517969743,True,0.76,0.76,0.7,0.72,0.15,,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15760_o25700_b720_dc150_cap720_reference_order_btts1,threshold_search,1947,1123,824,0.5767847971237802,0.42321520287621983,0.8967052537845058,0.886023926090828,791,0.7043633125556545,332,0.2956366874443455,276,38,15,3,5,0.7137949517969743,True,0.76,0.76,0.7,0.72,0.15,0.72,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15780_o25700_b720_dc150_capnone_reference_order_btts1,threshold_search,1947,1120,827,0.5752439650744735,0.42475603492552644,0.9,0.8874731446428571,799,0.7133928571428572,321,0.28660714285714284,276,23,18,4,5,0.7137583003155037,True,0.76,0.78,0.7,0.72,0.15,,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15780_o25700_b720_dc150_cap720_reference_order_btts1,threshold_search,1947,1120,827,0.5752439650744735,0.42475603492552644,0.9,0.8874731446428571,799,0.7133928571428572,321,0.28660714285714284,276,23,18,4,5,0.7137583003155037,True,0.76,0.78,0.7,0.72,0.15,0.72,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15800_o25640_b720_dc150_capnone_reference_order_btts1,threshold_search,1947,1139,808,0.5850025680534156,0.4149974319465845,0.8814749780509219,0.8755467199297631,763,0.6698858647936786,376,0.3301141352063213,276,20,78,2,5,0.7136761808649132,False,0.76,0.8,0.64,0.72,0.15,,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15800_o25640_b720_dc150_cap700_reference_order_btts1,threshold_search,1947,1139,808,0.5850025680534156,0.4149974319465845,0.8814749780509219,0.8755467199297631,763,0.6698858647936786,376,0.3301141352063213,276,20,78,2,5,0.7136761808649132,False,0.76,0.8,0.64,0.72,0.15,0.7,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15800_o25640_b720_dc150_cap720_reference_order_btts1,threshold_search,1947,1139,808,0.5850025680534156,0.4149974319465845,0.8814749780509219,0.8755467199297631,763,0.6698858647936786,376,0.3301141352063213,276,20,78,2,5,0.7136761808649132,False,0.76,0.8,0.64,0.72,0.15,0.72,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15800_o25700_b720_dc150_capnone_reference_order_btts1,threshold_search,1947,1119,828,0.5747303543913713,0.4252696456086287,0.900804289544236,0.8878264647006257,801,0.7158176943699732,318,0.28418230563002683,276,20,18,4,5,0.7136723026144575,True,0.76,0.8,0.7,0.72,0.15,,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15800_o25700_b720_dc150_cap720_reference_order_btts1,threshold_search,1947,1119,828,0.5747303543913713,0.4252696456086287,0.900804289544236,0.8878264647006257,801,0.7158176943699732,318,0.28418230563002683,276,20,18,4,5,0.7136723026144575,True,0.76,0.8,0.7,0.72,0.15,0.72,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15760_o25660_b720_dc150_capnone_reference_order_btts1,threshold_search,1947,1133,814,0.5819209039548022,0.4180790960451977,0.8879082082965578,0.8814872639011474,778,0.6866725507502206,355,0.31332744924977934,276,38,39,2,5,0.7136598002403499,False,0.76,0.76,0.66,0.72,0.15,,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15760_o25660_b720_dc150_cap700_reference_order_btts1,threshold_search,1947,1133,814,0.5819209039548022,0.4180790960451977,0.8879082082965578,0.8814872639011474,778,0.6866725507502206,355,0.31332744924977934,276,38,39,2,5,0.7136598002403499,False,0.76,0.76,0.66,0.72,0.15,0.7,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15760_o25660_b720_dc150_cap720_reference_order_btts1,threshold_search,1947,1133,814,0.5819209039548022,0.4180790960451977,0.8879082082965578,0.8814872639011474,778,0.6866725507502206,355,0.31332744924977934,276,38,39,2,5,0.7136598002403499,False,0.76,0.76,0.66,0.72,0.15,0.72,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15780_o25680_b700_dc150_capnone_reference_order_btts1,threshold_search,1947,1126,821,0.5783256291730868,0.4216743708269132,0.8934280639431617,0.8838342539964477,786,0.6980461811722913,340,0.3019538188277087,276,23,33,8,5,0.7135682623264283,False,0.76,0.78,0.68,0.7,0.15,,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15780_o25680_b700_dc150_cap700_reference_order_btts1,threshold_search,1947,1126,821,0.5783256291730868,0.4216743708269132,0.8934280639431617,0.8838342539964477,786,0.6980461811722913,340,0.3019538188277087,276,23,33,8,5,0.7135682623264283,False,0.76,0.78,0.68,0.7,0.15,0.7,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15780_o25680_b700_dc150_cap720_reference_order_btts1,threshold_search,1947,1126,821,0.5783256291730868,0.4216743708269132,0.8934280639431617,0.8838342539964477,786,0.6980461811722913,340,0.3019538188277087,276,23,33,8,5,0.7135682623264283,False,0.76,0.78,0.68,0.7,0.15,0.72,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s800_o15760_o25640_b700_dc150_capnone_reference_order_btts1,threshold_search,1947,1141,806,0.5860297894196199,0.4139702105803801,0.8869412795793163,0.8813599307624891,799,0.7002629272567923,342,0.2997370727432077,199,58,77,8,5,0.7135091988528611,False,0.8,0.76,0.64,0.7,0.15,,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s800_o15760_o25640_b700_dc150_cap720_reference_order_btts1,threshold_search,1947,1141,806,0.5860297894196199,0.4139702105803801,0.8869412795793163,0.8813599307624891,799,0.7002629272567923,342,0.2997370727432077,199,58,77,8,5,0.7135091988528611,False,0.8,0.76,0.64,0.7,0.15,0.72,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s800_o15760_o25640_b700_dc150_cap700_reference_order_btts1,threshold_search,1947,1139,808,0.5850025680534156,0.4149974319465845,0.887620719929763,0.8814148595258999,797,0.6997366110623354,342,0.30026338893766463,199,58,77,8,5,0.7134566900835262,False,0.8,0.76,0.64,0.7,0.15,0.7,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15760_o25700_b700_dc150_capnone_reference_order_btts1,threshold_search,1947,1123,824,0.5767847971237802,0.42321520287621983,0.8949243098842387,0.885119589492431,786,0.6999109528049866,337,0.30008904719501334,276,38,15,8,5,0.7134387630169209,False,0.76,0.76,0.7,0.7,0.15,,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15760_o25700_b700_dc150_cap700_reference_order_btts1,threshold_search,1947,1123,824,0.5767847971237802,0.42321520287621983,0.8949243098842387,0.885119589492431,786,0.6999109528049866,337,0.30008904719501334,276,38,15,8,5,0.7134387630169209,False,0.76,0.76,0.7,0.7,0.15,0.7,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15760_o25700_b700_dc150_cap720_reference_order_btts1,threshold_search,1947,1123,824,0.5767847971237802,0.42321520287621983,0.8949243098842387,0.885119589492431,786,0.6999109528049866,337,0.30008904719501334,276,38,15,8,5,0.7134387630169209,False,0.76,0.76,0.7,0.7,0.15,0.72,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15780_o25700_b700_dc150_capnone_reference_order_btts1,threshold_search,1947,1120,827,0.5752439650744735,0.42475603492552644,0.8982142857142857,0.8865663857142857,794,0.7089285714285715,326,0.2910714285714286,276,23,18,9,5,0.7134011574583609,True,0.76,0.78,0.7,0.7,0.15,,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15780_o25700_b700_dc150_cap720_reference_order_btts1,threshold_search,1947,1120,827,0.5752439650744735,0.42475603492552644,0.8982142857142857,0.8865663857142857,794,0.7089285714285715,326,0.2910714285714286,276,23,18,9,5,0.7134011574583609,True,0.76,0.78,0.7,0.7,0.15,0.72,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15780_o25660_b720_dc150_capnone_reference_order_btts1,threshold_search,1947,1130,817,0.5803800719054957,0.4196199280945044,0.8902654867256637,0.8824098115044248,784,0.6938053097345133,346,0.30619469026548674,276,23,45,2,5,0.7133909668152957,False,0.76,0.78,0.66,0.72,0.15,,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15780_o25660_b720_dc150_cap700_reference_order_btts1,threshold_search,1947,1130,817,0.5803800719054957,0.4196199280945044,0.8902654867256637,0.8824098115044248,784,0.6938053097345133,346,0.30619469026548674,276,23,45,2,5,0.7133909668152957,False,0.76,0.78,0.66,0.72,0.15,0.7,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15780_o25660_b720_dc150_cap720_reference_order_btts1,threshold_search,1947,1130,817,0.5803800719054957,0.4196199280945044,0.8902654867256637,0.8824098115044248,784,0.6938053097345133,346,0.30619469026548674,276,23,45,2,5,0.7133909668152957,False,0.76,0.78,0.66,0.72,0.15,0.72,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15800_o25680_b750_dc150_capnone_reference_order_btts1,threshold_search,1947,1126,821,0.5783256291730868,0.4216743708269132,0.894316163410302,0.8849093072824157,793,0.7042628774422736,333,0.29573712255772644,276,20,36,1,5,0.7133462374596433,False,0.76,0.8,0.68,0.75,0.15,,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15800_o25680_b750_dc150_cap720_reference_order_btts1,threshold_search,1947,1126,821,0.5783256291730868,0.4216743708269132,0.894316163410302,0.8849093072824157,793,0.7042628774422736,333,0.29573712255772644,276,20,36,1,5,0.7133462374596433,False,0.76,0.8,0.68,0.75,0.15,0.72,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15800_o25700_b700_dc150_capnone_reference_order_btts1,threshold_search,1947,1119,828,0.5747303543913713,0.4252696456086287,0.8990169794459338,0.8869188954423592,796,0.711349419124218,323,0.28865058087578194,276,20,18,9,5,0.7133148405947971,True,0.76,0.8,0.7,0.7,0.15,,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15800_o25700_b700_dc150_cap720_reference_order_btts1,threshold_search,1947,1119,828,0.5747303543913713,0.4252696456086287,0.8990169794459338,0.8869188954423592,796,0.711349419124218,323,0.28865058087578194,276,20,18,9,5,0.7133148405947971,True,0.76,0.8,0.7,0.7,0.15,0.72,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15760_o25660_b700_dc150_capnone_reference_order_btts1,threshold_search,1947,1133,814,0.5819209039548022,0.4180790960451977,0.8861429832303619,0.880590909090909,773,0.6822594880847308,360,0.3177405119152692,276,38,39,7,5,0.7133067552271107,False,0.76,0.76,0.66,0.7,0.15,,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15760_o25660_b700_dc150_cap700_reference_order_btts1,threshold_search,1947,1133,814,0.5819209039548022,0.4180790960451977,0.8861429832303619,0.880590909090909,773,0.6822594880847308,360,0.3177405119152692,276,38,39,7,5,0.7133067552271107,False,0.76,0.76,0.66,0.7,0.15,0.7,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15760_o25660_b700_dc150_cap720_reference_order_btts1,threshold_search,1947,1133,814,0.5819209039548022,0.4180790960451977,0.8861429832303619,0.880590909090909,773,0.6822594880847308,360,0.3177405119152692,276,38,39,7,5,0.7133067552271107,False,0.76,0.76,0.66,0.7,0.15,0.72,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
