clean_match_id,match_date_utc,competition_code,season,team_a_name,team_b_name,home_form_points_last_5,away_form_points_last_5,home_form_points_last_10,away_form_points_last_10,home_goals_scored_avg_last_10,away_goals_scored_avg_last_10,home_goals_conceded_avg_last_10,away_goals_conceded_avg_last_10,elo_gap,is_neutral_venue,host_advantage_side,is_group_stage,is_knockout_stage,target_result
2626,1993-06-20T00:00:00+02:00,WCQ,1993,China PR,Iraq,9,15,18,26,1.8,3.6,0.6,0.5,-23.674,False,TEAM_A,False,False,TEAM_A_WIN
2627,1993-06-20T00:00:00+02:00,WCQ,1993,Pakistan,Jordan,0,4,0,10,0.3,1.0,4.2,2.0,-83.499,True,NONE,False,False,TEAM_B_WIN
2628,1993-06-23T00:00:00+02:00,WCQ,1993,Taiwan,Syria,0,7,3,16,0.4,1.3,4.5,0.9,-174.56,True,NONE,False,False,TEAM_B_WIN
2629,1993-06-23T00:00:00+02:00,WCQ,1993,Iran,Oman,12,1,19,2,1.6,0.333,1.4,1.833,224.562,False,TEAM_A,False,False,DRAW
2630,1993-06-25T00:00:00+02:00,WCQ,1993,Iran,Taiwan,10,0,17,3,1.4,0.4,1.3,4.6,321.93,False,TEAM_A,False,False,TEAM_A_WIN
2631,1993-06-25T00:00:00+02:00,WCQ,1993,Oman,Syria,1,10,3,18,0.286,1.5,1.571,0.9,-72.289,True,NONE,False,False,DRAW
2632,1993-06-27T00:00:00+02:00,WCQ,1993,Iran,Syria,10,8,20,16,2.0,1.2,1.0,0.9,134.24,False,TEAM_A,False,False,DRAW
2633,1993-06-27T00:00:00+02:00,WCQ,1993,Oman,Taiwan,2,0,4,0,0.25,0.2,1.375,5.2,132.019,True,NONE,False,False,TEAM_A_WIN
2634,1993-07-02T00:00:00+02:00,WCQ,1993,Oman,Iran,5,8,7,20,0.444,2.0,1.333,1.0,-175.867,True,NONE,False,False,TEAM_B_WIN
2635,1993-07-02T00:00:00+02:00,WCQ,1993,Syria,Taiwan,9,0,16,0,1.2,0.3,0.9,4.8,218.562,False,TEAM_A,False,False,TEAM_A_WIN
2636,1993-07-03T00:00:00+02:00,WCQ,1993,Nigeria,Algeria,10,8,17,16,1.4,0.9,0.7,0.7,-15.163,False,TEAM_A,False,False,TEAM_A_WIN
2637,1993-07-04T00:00:00+02:00,WCQ,1993,Taiwan,Iran,0,11,0,23,0.4,2.0,5.1,0.6,-351.066,True,NONE,False,False,TEAM_B_WIN
2638,1993-07-04T00:00:00+02:00,WCQ,1993,Syria,Oman,9,5,16,7,1.9,0.4,1.0,1.3,78.738,False,TEAM_A,False,False,TEAM_A_WIN
2639,1993-07-04T00:00:00+02:00,WCQ,1993,Zambia,Morocco,12,11,21,19,1.9,1.6,0.7,0.4,-24.153,False,TEAM_A,False,False,TEAM_A_WIN
2640,1993-07-04T00:00:00+02:00,WCQ,1993,Zimbabwe,Cameroon,8,11,15,20,0.9,1.7,1.4,1.1,-170.788,False,TEAM_A,False,False,TEAM_A_WIN
2641,1993-07-07T00:00:00+02:00,WCQ,1993,Syria,Iran,11,11,18,23,2.1,2.3,1.1,0.6,-110.221,False,TEAM_A,False,False,DRAW
2642,1993-07-07T00:00:00+02:00,WCQ,1993,Taiwan,Oman,0,5,0,6,0.3,0.4,5.2,1.4,-145.648,True,NONE,False,False,TEAM_B_WIN
2643,1993-07-17T00:00:00+02:00,WCQ,1993,Senegal,Morocco,9,10,14,19,1.2,1.6,0.8,0.4,-118.063,False,TEAM_A,False,False,TEAM_B_WIN
2644,1993-07-18T00:00:00+02:00,WCQ,1993,Ecuador,Brazil,4,12,5,23,0.9,2.1,2.1,0.4,-481.629,False,TEAM_A,False,False,DRAW
2645,1993-07-18T00:00:00+02:00,WCQ,1993,Guinea,Cameroon,9,8,13,17,1.3,1.6,1.4,1.2,-98.226,False,TEAM_A,False,False,TEAM_B_WIN
2646,1993-07-18T00:00:00+02:00,WCQ,1993,Ivory Coast,Algeria,9,5,17,15,1.5,1.0,0.3,1.1,0.167,False,TEAM_A,False,False,TEAM_A_WIN
2647,1993-07-18T00:00:00+02:00,WCQ,1993,Venezuela,Bolivia,0,10,1,11,0.6,0.9,3.3,1.6,-178.308,False,TEAM_A,False,False,TEAM_B_WIN
2648,1993-07-25T00:00:00+02:00,WCQ,1993,Bolivia,Brazil,12,10,14,21,1.6,1.7,1.6,0.4,-359.549,False,TEAM_A,False,False,TEAM_A_WIN
2649,1993-07-25T00:00:00+02:00,WCQ,1993,Venezuela,Uruguay,0,7,1,14,0.5,0.9,3.7,0.8,-286.181,False,TEAM_A,False,False,TEAM_B_WIN
2650,1993-07-31T00:00:00+02:00,WCQ,1993,Canada,Australia,9,15,17,23,1.7,2.3,1.5,0.7,-122.118,False,TEAM_A,False,False,TEAM_A_WIN
2651,1993-08-01T00:00:00+02:00,WCQ,1993,Colombia,Paraguay,5,6,15,15,1.0,1.5,0.7,1.5,-12.3,False,TEAM_A,False,False,DRAW
2652,1993-08-01T00:00:00+02:00,WCQ,1993,Peru,Argentina,0,6,8,18,1.1,1.2,1.6,0.7,-309.978,False,TEAM_A,False,False,TEAM_B_WIN
2653,1993-08-01T00:00:00+02:00,WCQ,1993,Uruguay,Ecuador,7,5,16,6,1.0,0.8,0.8,1.8,178.415,False,TEAM_A,False,False,DRAW
2654,1993-08-01T00:00:00+02:00,WCQ,1993,Venezuela,Brazil,0,7,1,20,0.5,1.6,3.7,0.5,-537.658,False,TEAM_A,False,False,TEAM_B_WIN
2655,1993-08-07T00:00:00+02:00,WCQ,1993,Senegal,Zambia,6,12,13,21,1.2,2.0,1.0,0.8,-147.07,True,NONE,False,False,DRAW
2656,1993-08-08T00:00:00+02:00,WCQ,1993,Bolivia,Uruguay,12,7,17,17,1.7,1.0,1.3,0.7,-44.41,False,TEAM_A,False,False,TEAM_A_WIN
2657,1993-08-08T00:00:00+02:00,WCQ,1993,Ecuador,Venezuela,6,0,7,1,0.8,0.6,1.6,3.9,137.921,False,TEAM_A,False,False,TEAM_A_WIN
2658,1993-08-08T00:00:00+02:00,WCQ,1993,Paraguay,Argentina,7,8,13,18,1.2,1.1,1.5,0.6,-244.574,False,TEAM_A,False,False,TEAM_B_WIN
2659,1993-08-08T00:00:00+02:00,WCQ,1993,Peru,Colombia,0,5,7,13,1.1,0.8,1.7,0.7,-63.416,False,TEAM_A,False,False,TEAM_B_WIN
2660,1993-08-15T00:00:00+02:00,WCQ,1993,Paraguay,Peru,4,0,12,4,1.1,0.7,1.6,1.7,89.427,False,TEAM_A,False,False,TEAM_A_WIN
2661,1993-08-15T00:00:00+02:00,WCQ,1993,Australia,Canada,12,9,20,17,2.0,1.8,0.8,1.6,73.932,False,TEAM_A,False,False,TEAM_A_WIN
2662,1993-08-15T00:00:00+02:00,WCQ,1993,Bolivia,Ecuador,12,8,19,9,1.9,1.2,1.3,1.5,120.49,False,TEAM_A,False,False,TEAM_A_WIN
2663,1993-08-15T00:00:00+02:00,WCQ,1993,Colombia,Argentina,5,8,16,18,0.8,1.2,0.5,0.7,-251.809,False,TEAM_A,False,False,TEAM_A_WIN
2664,1993-08-15T00:00:00+02:00,WCQ,1993,Uruguay,Brazil,7,7,14,20,0.9,1.7,1.0,0.6,-268.622,False,TEAM_A,False,False,DRAW
2665,1993-08-22T00:00:00+02:00,WCQ,1993,Argentina,Peru,7,0,15,1,1.0,0.7,0.7,1.9,335.595,False,TEAM_A,False,False,TEAM_A_WIN
2666,1993-08-22T00:00:00+02:00,WCQ,1993,Bolivia,Venezuela,12,0,22,1,2.0,0.5,1.1,4.0,289.57,False,TEAM_A,False,False,TEAM_A_WIN
2667,1993-08-22T00:00:00+02:00,WCQ,1993,Brazil,Ecuador,5,8,20,9,1.7,1.1,0.6,1.4,393.918,False,TEAM_A,False,False,TEAM_A_WIN
2668,1993-08-22T00:00:00+02:00,WCQ,1993,Paraguay,Colombia,4,8,12,18,1.2,1.0,1.7,0.6,-30.532,False,TEAM_A,False,False,DRAW
2669,1993-08-22T00:00:00+02:00,WCQ,1993,Sweden,France,12,15,18,23,1.8,1.7,0.9,0.5,-71.635,False,TEAM_A,False,False,DRAW
2670,1993-08-25T00:00:00+02:00,WCQ,1993,Austria,Finland,6,4,12,7,1.4,0.6,1.3,1.9,165.076,False,TEAM_A,False,False,TEAM_A_WIN
2671,1993-08-25T00:00:00+02:00,WCQ,1993,Denmark,Lithuania,13,3,19,9,1.3,0.8,0.4,1.5,233.097,False,TEAM_A,False,False,TEAM_A_WIN
2672,1993-08-29T00:00:00+02:00,WCQ,1993,Argentina,Paraguay,9,5,18,12,1.2,1.2,0.7,1.7,226.449,False,TEAM_A,False,False,DRAW
2673,1993-08-29T00:00:00+02:00,WCQ,1993,Brazil,Bolivia,8,15,20,25,1.3,2.7,0.6,0.8,249.541,False,TEAM_A,False,False,TEAM_A_WIN
2674,1993-08-29T00:00:00+02:00,WCQ,1993,Colombia,Peru,8,0,16,0,0.9,0.6,0.6,1.9,149.756,False,TEAM_A,False,False,TEAM_A_WIN
2675,1993-08-29T00:00:00+02:00,WCQ,1993,Uruguay,Venezuela,5,0,15,0,0.9,0.3,0.9,4.5,299.831,False,TEAM_A,False,False,TEAM_A_WIN
2676,1993-09-05T00:00:00+02:00,WCQ,1993,Argentina,Colombia,10,11,16,16,1.0,1.2,0.7,0.6,170.825,False,TEAM_A,False,False,TEAM_B_WIN
2677,1993-09-05T00:00:00+02:00,WCQ,1993,Brazil,Venezuela,10,0,20,0,1.8,0.3,0.6,4.7,559.796,False,TEAM_A,False,False,TEAM_A_WIN
2678,1993-09-05T00:00:00+02:00,WCQ,1993,Ecuador,Uruguay,5,8,9,15,0.9,1.1,1.0,0.9,-155.191,False,TEAM_A,False,False,TEAM_B_WIN
2679,1993-09-05T00:00:00+02:00,WCQ,1993,Estonia,Portugal,1,10,4,18,0.7,1.8,3.2,0.7,-201.995,False,TEAM_A,False,False,TEAM_B_WIN
2680,1993-09-05T00:00:00+02:00,WCQ,1993,Peru,Paraguay,0,6,0,12,0.4,1.0,1.9,1.5,-139.838,False,TEAM_A,False,False,DRAW
2681,1993-09-08T00:00:00+02:00,WCQ,1993,Albania,Denmark,1,13,5,19,0.5,1.4,2.0,0.4,-357.304,False,TEAM_A,False,False,TEAM_B_WIN
2682,1993-09-08T00:00:00+02:00,WCQ,1993,Bulgaria,Sweden,7,10,16,16,1.6,1.7,0.9,1.0,-108.64,False,TEAM_A,False,False,DRAW
2683,1993-09-08T00:00:00+02:00,WCQ,1993,England,Poland,8,11,16,15,2.1,1.1,1.1,1.1,42.399,False,TEAM_A,False,False,TEAM_A_WIN
2684,1993-09-08T00:00:00+02:00,WCQ,1993,Faroe Islands,Romania,0,7,0,15,0.111,2.3,3.778,1.3,-242.557,False,TEAM_A,False,False,TEAM_B_WIN
2685,1993-09-08T00:00:00+02:00,WCQ,1993,Finland,France,4,13,7,23,0.6,1.8,2.1,0.6,-347.257,False,TEAM_A,False,False,TEAM_B_WIN
2686,1993-09-08T00:00:00+02:00,WCQ,1993,Hungary,Russia,4,11,8,20,0.8,1.8,1.7,0.6,-163.662,False,TEAM_A,False,False,TEAM_B_WIN
2687,1993-09-08T00:00:00+02:00,WCQ,1993,Iceland,Luxembourg,5,1,11,2,0.9,0.3,1.2,2.7,287.178,False,TEAM_A,False,False,TEAM_A_WIN
2688,1993-09-08T00:00:00+02:00,WCQ,1993,Republic of Ireland,Lithuania,13,3,21,8,1.5,0.6,0.3,1.7,231.909,False,TEAM_A,False,False,TEAM_A_WIN
2689,1993-09-08T00:00:00+02:00,WCQ,1993,Northern Ireland,Latvia,9,1,14,5,1.1,0.3,1.4,1.7,92.878,False,TEAM_A,False,False,TEAM_A_WIN
2690,1993-09-08T00:00:00+02:00,WCQ,1993,Scotland,Switzerland,10,11,14,21,1.2,2.2,1.2,1.0,28.005,False,TEAM_A,False,False,DRAW
2691,1993-09-08T00:00:00+02:00,WCQ,1993,Wales,Czechoslovakia,10,9,13,15,1.6,2.0,1.3,1.1,-108.029,False,TEAM_A,False,False,DRAW
2692,1993-09-12T00:00:00+02:00,WCQ,1993,Uruguay,Bolivia,8,12,15,24,1.0,2.6,0.9,1.3,25.225,False,TEAM_A,False,False,TEAM_A_WIN
2693,1993-09-12T00:00:00+02:00,WCQ,1993,Venezuela,Ecuador,0,4,0,9,0.3,0.9,4.7,0.9,-141.098,False,TEAM_A,False,False,TEAM_A_WIN
2694,1993-09-19T00:00:00+02:00,WCQ,1993,Brazil,Uruguay,13,10,20,17,2.0,1.2,0.5,1.0,221.846,False,TEAM_A,False,False,TEAM_A_WIN
2695,1993-09-19T00:00:00+02:00,WCQ,1993,Ecuador,Bolivia,3,9,9,21,1.0,2.5,0.9,1.4,-167.604,False,TEAM_A,False,False,DRAW
2696,1993-09-22T00:00:00+02:00,WCQ,1993,Albania,Spain,1,12,5,18,0.5,1.9,1.8,0.4,-395.343,False,TEAM_A,False,False,TEAM_B_WIN
2697,1993-09-22T00:00:00+02:00,WCQ,1993,Estonia,Italy,0,12,4,21,0.5,1.9,2.8,0.8,-413.136,False,TEAM_A,False,False,TEAM_B_WIN
2698,1993-09-22T00:00:00+02:00,WCQ,1993,Norway,Poland,11,8,19,15,2.2,1.0,0.6,1.2,-84.106,False,TEAM_A,False,False,TEAM_A_WIN
2699,1993-09-22T00:00:00+02:00,WCQ,1993,San Marino,Netherlands,1,11,1,14,0.125,1.9,4.0,1.1,-243.723,True,NONE,False,False,TEAM_B_WIN
2700,1993-09-25T00:00:00+02:00,WCQ,1993,Nigeria,Ivory Coast,10,11,19,19,1.6,1.6,0.6,0.3,3.54,False,TEAM_A,False,False,TEAM_A_WIN
2701,1993-09-26T00:00:00+02:00,WCQ,1993,Zambia,Senegal,13,7,19,14,1.8,1.2,0.7,0.9,131.082,False,TEAM_A,False,False,TEAM_A_WIN
2702,1993-09-26T00:00:00+02:00,WCQ,1993,Zimbabwe,Guinea,10,6,17,12,1.0,1.2,1.4,1.4,-1.948,False,TEAM_A,False,False,TEAM_A_WIN
2703,1993-10-08T00:00:00+01:00,WCQ,1993,Algeria,Nigeria,5,10,12,19,0.8,1.8,1.1,0.7,-54.914,False,TEAM_A,False,False,DRAW
2704,1993-10-10T00:00:00+01:00,WCQ,1993,Cameroon,Zimbabwe,8,10,17,20,1.5,1.0,1.1,1.2,117.406,False,TEAM_A,False,False,TEAM_A_WIN
2705,1993-10-10T00:00:00+01:00,WCQ,1993,Morocco,Zambia,10,13,21,22,1.9,2.2,0.5,0.6,0.822,False,TEAM_A,False,False,TEAM_A_WIN
2706,1993-10-12T00:00:00+01:00,WCQ,1993,Luxembourg,Greece,1,11,2,18,0.3,0.8,2.4,1.2,-407.249,False,TEAM_A,False,False,TEAM_B_WIN
2707,1993-10-13T00:00:00+01:00,WCQ,1993,Bulgaria,Austria,8,6,17,12,1.7,1.4,0.9,1.3,-10.245,False,TEAM_A,False,False,TEAM_A_WIN
2708,1993-10-13T00:00:00+01:00,WCQ,1993,Denmark,Northern Ireland,13,9,22,17,1.4,1.3,0.1,1.1,132.8,False,TEAM_A,False,False,TEAM_A_WIN
2709,1993-10-13T00:00:00+01:00,WCQ,1993,France,Israel,13,2,25,4,1.9,0.6,0.5,2.3,268.139,False,TEAM_A,False,False,TEAM_B_WIN
2710,1993-10-13T00:00:00+01:00,WCQ,1993,Republic of Ireland,Spain,13,12,24,21,1.7,2.3,0.2,0.3,-44.738,False,TEAM_A,False,False,TEAM_B_WIN
2711,1993-10-13T00:00:00+01:00,WCQ,1993,Italy,Scotland,12,10,21,15,2.1,1.3,0.8,1.2,224.688,False,TEAM_A,False,False,TEAM_A_WIN
2712,1993-10-13T00:00:00+01:00,WCQ,1993,Netherlands,England,11,8,16,16,2.6,2.1,1.1,0.9,-66.593,False,TEAM_A,False,False,TEAM_A_WIN
2713,1993-10-13T00:00:00+01:00,WCQ,1993,Poland,Norway,7,11,15,21,1.0,2.2,1.0,0.5,40.192,False,TEAM_A,False,False,TEAM_B_WIN
2714,1993-10-13T00:00:00+01:00,WCQ,1993,Portugal,Switzerland,10,11,18,21,1.8,2.1,0.6,0.9,51.857,False,TEAM_A,False,False,TEAM_A_WIN
2715,1993-10-13T00:00:00+01:00,WCQ,1993,Romania,Belgium,10,12,18,21,2.6,1.6,1.1,0.6,-57.185,False,TEAM_A,False,False,TEAM_A_WIN
2716,1993-10-13T00:00:00+01:00,WCQ,1993,Sweden,Finland,8,4,17,4,1.7,0.5,0.9,2.3,280.885,False,TEAM_A,False,False,TEAM_A_WIN
2717,1993-10-13T00:00:00+01:00,WCQ,1993,Wales,Cyprus,8,4,14,7,1.8,0.9,1.4,1.7,284.224,False,TEAM_A,False,False,TEAM_A_WIN
2718,1993-10-15T00:00:00+01:00,WCQ,1993,North Korea,Iraq,13,12,22,23,1.9,3.4,0.9,0.6,23.817,True,NONE,False,False,TEAM_A_WIN
2719,1993-10-15T00:00:00+01:00,WCQ,1993,Saudi Arabia,Japan,11,13,19,23,2.3,2.8,0.4,0.4,-10.846,True,NONE,False,False,DRAW
2720,1993-10-16T00:00:00+01:00,WCQ,1993,Iran,South Korea,11,15,21,22,2.2,2.4,0.6,0.5,-19.532,True,NONE,False,False,TEAM_B_WIN
2721,1993-10-18T00:00:00+01:00,WCQ,1993,Japan,Iran,11,8,23,18,2.8,2.1,0.4,0.9,-36.454,True,NONE,False,False,TEAM_B_WIN
2722,1993-10-18T00:00:00+01:00,WCQ,1993,North Korea,Saudi Arabia,13,11,25,19,2.2,2.2,1.0,0.3,62.476,True,NONE,False,False,TEAM_B_WIN
2723,1993-10-19T00:00:00+01:00,WCQ,1993,Iraq,South Korea,9,15,20,25,3.2,2.6,0.9,0.2,-101.941,True,NONE,False,False,DRAW
2724,1993-10-21T00:00:00+01:00,WCQ,1993,North Korea,Japan,10,8,25,23,2.3,2.9,1.0,0.4,47.229,True,NONE,False,False,TEAM_B_WIN
2725,1993-10-22T00:00:00+01:00,WCQ,1993,Iran,Iraq,10,7,18,20,2.0,3.2,1.0,0.9,56.859,True,NONE,False,False,TEAM_B_WIN
2726,1993-10-22T00:00:00+01:00,WCQ,1993,South Korea,Saudi Arabia,13,13,26,21,2.8,2.4,0.3,0.4,74.073,True,NONE,False,False,DRAW
2727,1993-10-24T00:00:00+01:00,WCQ,1993,Iraq,Saudi Arabia,7,11,22,22,3.3,2.5,0.9,0.3,2.587,True,NONE,False,False,DRAW
2728,1993-10-25T00:00:00+01:00,WCQ,1993,Iran,North Korea,7,7,18,22,2.1,2.0,1.0,1.3,24.501,True,NONE,False,False,TEAM_A_WIN
2729,1993-10-25T00:00:00+01:00,WCQ,1993,Japan,South Korea,8,11,23,26,3.1,2.9,0.4,0.4,-79.041,True,NONE,False,False,TEAM_A_WIN
2730,1993-10-27T00:00:00+01:00,WCQ,1993,Czechoslovakia,Cyprus,9,4,16,7,2.2,0.8,1.1,1.7,390.73,False,NONE,False,False,TEAM_A_WIN
2731,1993-10-27T00:00:00+01:00,WCQ,1993,Hungary,Luxembourg,1,1,8,2,0.9,0.4,1.8,2.2,368.35,False,TEAM_A,False,False,TEAM_A_WIN
2732,1993-10-27T00:00:00+01:00,WCQ,1993,Israel,Austria,5,6,6,12,0.8,1.5,2.4,1.6,-45.622,False,TEAM_A,False,False,DRAW
2733,1993-10-27T00:00:00+01:00,WCQ,1993,Turkey,Poland,1,4,7,14,1.0,1.0,1.9,1.3,-261.075,False,TEAM_A,False,False,TEAM_A_WIN
2734,1993-10-28T00:00:00+01:00,WCQ,1993,Iraq,Japan,5,8,20,23,2.8,2.4,0.9,0.4,-8.666,True,NONE,False,False,DRAW
2735,1993-10-28T00:00:00+01:00,WCQ,1993,South Korea,North Korea,8,4,23,19,2.8,1.9,0.5,1.4,71.335,True,NONE,False,False,TEAM_A_WIN
2736,1993-10-28T00:00:00+01:00,WCQ,1993,Saudi Arabia,Iran,9,7,20,18,2.4,2.0,0.4,0.9,-31.401,True,NONE,False,False,TEAM_A_WIN
2737,1993-10-31T00:00:00+01:00,WCQ,1993,Australia,Argentina,12,7,22,15,2.1,0.9,0.8,1.1,-86.903,False,TEAM_A,False,False,DRAW
2738,1993-11-10T00:00:00+01:00,WCQ,1993,Austria,Sweden,4,11,13,20,1.6,1.9,1.6,0.9,-114.359,False,TEAM_A,False,False,DRAW
2739,1993-11-10T00:00:00+01:00,WCQ,1993,Israel,Finland,6,4,7,4,0.9,0.6,2.4,2.0,130.766,False,TEAM_A,False,False,TEAM_B_WIN
2740,1993-11-10T00:00:00+01:00,WCQ,1993,Portugal,Estonia,13,0,21,4,1.8,0.3,0.4,2.4,244.233,False,TEAM_A,False,False,TEAM_A_WIN
2741,1993-11-10T00:00:00+01:00,WCQ,1993,Turkey,Norway,4,13,7,24,0.9,2.5,2.0,0.4,-240.192,False,TEAM_A,False,False,TEAM_A_WIN
2742,1993-11-17T00:00:00+01:00,WCQ,1993,Argentina,Australia,5,10,13,23,0.9,2.2,1.2,0.7,82.669,False,TEAM_A,False,False,TEAM_A_WIN
2743,1993-11-17T00:00:00+01:00,WCQ,1993,Belgium,Czechoslovakia,9,11,21,16,1.6,2.1,0.6,1.0,9.399,False,TEAM_A,False,False,DRAW
2744,1993-11-17T00:00:00+01:00,WCQ,1993,France,Bulgaria,10,8,22,17,1.8,1.7,0.8,1.0,128.366,False,TEAM_A,False,False,TEAM_B_WIN
2745,1993-11-17T00:00:00+01:00,WCQ,1993,Greece,Russia,11,11,20,20,1.1,1.9,1.3,0.7,-143.053,False,TEAM_A,False,False,TEAM_A_WIN
2746,1993-11-17T00:00:00+01:00,WCQ,1993,Italy,Portugal,12,15,23,21,2.3,1.8,0.8,0.4,178.319,False,TEAM_A,False,False,TEAM_A_WIN
2747,1993-11-17T00:00:00+01:00,WCQ,1993,Malta,Scotland,3,7,4,12,0.3,1.2,2.3,1.4,-282.926,False,TEAM_A,False,False,TEAM_B_WIN
2748,1993-11-17T00:00:00+01:00,WCQ,1993,Northern Ireland,Republic of Ireland,9,12,16,21,1.1,1.6,1.0,0.5,-109.315,False,TEAM_A,False,False,DRAW
2749,1993-11-17T00:00:00+01:00,WCQ,1993,Poland,Netherlands,1,11,14,18,1.1,2.7,1.3,1.0,-104.249,False,TEAM_A,False,False,TEAM_B_WIN
2750,1993-11-17T00:00:00+01:00,WCQ,1993,San Marino,England,1,5,1,15,0.111,2.0,4.333,1.0,-305.149,True,NONE,False,False,TEAM_B_WIN
2751,1993-11-17T00:00:00+01:00,WCQ,1993,Spain,Denmark,12,13,21,24,2.3,1.5,0.4,0.1,41.156,False,TEAM_A,False,False,TEAM_A_WIN
2752,1993-11-17T00:00:00+01:00,WCQ,1993,Switzerland,Estonia,8,0,21,1,2.1,0.2,0.7,2.7,169.99,False,TEAM_A,False,False,TEAM_A_WIN
2753,1993-11-17T00:00:00+01:00,WCQ,1993,Wales,Romania,11,12,17,20,1.9,2.7,1.2,1.1,-93.17,False,TEAM_A,False,False,TEAM_B_WIN
2754,1994-06-17T00:00:00+02:00,WC,1994,Germany,Bolivia,11,7,24,19,2.3,2.4,0.7,1.4,292.056,True,NONE,False,False,TEAM_A_WIN
2755,1994-06-17T00:00:00+02:00,WC,1994,Spain,South Korea,15,8,23,23,2.4,2.8,0.4,0.5,67.688,True,NONE,False,False,DRAW
2756,1994-06-18T00:00:00+02:00,WC,1994,Colombia,Romania,13,12,18,22,1.7,2.9,0.6,1.2,-35.65,True,NONE,False,False,TEAM_B_WIN
2757,1994-06-18T00:00:00+02:00,WC,1994,Italy,Republic of Ireland,12,10,23,19,2.2,1.3,0.7,0.6,187.529,True,NONE,False,False,TEAM_B_WIN
2758,1994-06-18T00:00:00+02:00,WC,1994,United States,Switzerland,0,10,10,21,1.4,2.3,1.8,0.6,-144.74,False,TEAM_A,False,False,DRAW
2759,1994-06-19T00:00:00+02:00,WC,1994,Belgium,Morocco,7,10,22,23,1.6,1.9,0.5,0.4,15.787,True,NONE,False,False,TEAM_A_WIN
2760,1994-06-19T00:00:00+02:00,WC,1994,Cameroon,Sweden,10,9,20,21,1.8,1.9,0.8,0.8,45.402,True,NONE,False,False,DRAW
2761,1994-06-19T00:00:00+02:00,WC,1994,Norway,Mexico,10,15,23,22,2.5,3.3,0.5,0.8,-120.836,True,NONE,False,False,TEAM_A_WIN
2762,1994-06-20T00:00:00+02:00,WC,1994,Brazil,Russia,13,8,20,20,2.1,1.9,0.5,0.6,190.408,True,NONE,False,False,TEAM_A_WIN
2763,1994-06-20T00:00:00+02:00,WC,1994,Netherlands,Saudi Arabia,11,9,21,20,2.9,2.2,0.9,0.7,61.463,True,NONE,False,False,TEAM_A_WIN
2764,1994-06-21T00:00:00+02:00,WC,1994,Argentina,Greece,8,13,15,23,1.0,1.1,1.2,0.6,194.227,True,NONE,False,False,TEAM_A_WIN
2765,1994-06-21T00:00:00+02:00,WC,1994,Germany,Spain,13,13,26,23,2.4,2.6,0.7,0.6,108.871,True,NONE,False,False,DRAW
2766,1994-06-21T00:00:00+02:00,WC,1994,Nigeria,Bulgaria,10,11,20,20,1.8,1.9,0.6,1.0,59.168,True,NONE,False,False,TEAM_A_WIN
2767,1994-06-22T00:00:00+02:00,WC,1994,Romania,Switzerland,12,8,22,19,2.5,1.8,1.3,0.7,137.185,True,NONE,False,False,TEAM_B_WIN
2768,1994-06-22T00:00:00+02:00,WC,1994,United States,Colombia,1,10,10,15,1.4,1.6,1.8,0.9,-176.443,False,TEAM_A,False,False,TEAM_A_WIN
2769,1994-06-23T00:00:00+02:00,WC,1994,Italy,Norway,9,10,22,23,2.0,1.6,0.6,0.5,150.852,True,NONE,False,False,TEAM_A_WIN
2770,1994-06-23T00:00:00+02:00,WC,1994,South Korea,Bolivia,6,4,21,16,2.7,2.2,0.7,1.4,145.874,True,NONE,False,False,DRAW
2771,1994-06-24T00:00:00+02:00,WC,1994,Brazil,Cameroon,15,10,20,18,2.2,1.8,0.5,0.9,164.383,True,NONE,False,False,TEAM_A_WIN
2772,1994-06-24T00:00:00+02:00,WC,1994,Mexico,Republic of Ireland,12,10,19,21,2.9,1.4,0.9,0.6,-12.121,True,NONE,False,False,TEAM_A_WIN
2773,1994-06-24T00:00:00+02:00,WC,1994,Sweden,Russia,7,5,19,20,2.0,1.9,1.0,0.6,18.477,True,NONE,False,False,TEAM_A_WIN
2774,1994-06-25T00:00:00+02:00,WC,1994,Argentina,Nigeria,8,10,17,20,1.3,2.0,1.1,0.6,89.061,True,NONE,False,False,TEAM_A_WIN
2775,1994-06-25T00:00:00+02:00,WC,1994,Belgium,Netherlands,7,13,22,24,1.6,3.0,0.5,0.8,-37.7,True,NONE,False,False,TEAM_A_WIN
2776,1994-06-25T00:00:00+02:00,WC,1994,Saudi Arabia,Morocco,8,9,19,20,2.2,1.4,0.8,0.5,-0.195,True,NONE,False,False,TEAM_A_WIN
2777,1994-06-26T00:00:00+02:00,WC,1994,Bulgaria,Greece,8,10,17,23,1.6,1.1,1.3,0.6,25.682,True,NONE,False,False,TEAM_A_WIN
2778,1994-06-26T00:00:00+02:00,WC,1994,Switzerland,Colombia,8,7,19,15,1.9,1.7,0.7,1.0,34.057,True,NONE,False,False,TEAM_B_WIN
2779,1994-06-26T00:00:00+02:00,WC,1994,United States,Romania,4,12,13,19,1.4,2.1,1.5,1.6,-184.232,False,TEAM_A,False,False,TEAM_B_WIN
2780,1994-06-27T00:00:00+02:00,WC,1994,Bolivia,Spain,2,11,17,23,2.2,2.7,1.2,0.7,-199.218,True,NONE,False,False,TEAM_B_WIN
2781,1994-06-27T00:00:00+02:00,WC,1994,Germany,South Korea,11,6,24,19,1.9,2.3,0.7,0.6,167.815,True,NONE,False,False,TEAM_A_WIN
