clean_match_id,match_date_utc,competition_code,season,team_a_name,team_b_name,home_form_points_last_5,away_form_points_last_5,home_form_points_last_10,away_form_points_last_10,home_goals_scored_avg_last_10,away_goals_scored_avg_last_10,home_goals_conceded_avg_last_10,away_goals_conceded_avg_last_10,elo_gap,is_neutral_venue,host_advantage_side,is_group_stage,is_knockout_stage,target_result
5726,2009-02-11T00:00:00+01:00,WCQ,2009,Costa Rica,Honduras,15,12,22,17,2.6,1.5,1.0,0.8,23.498,False,TEAM_A,False,False,TEAM_A_WIN
5727,2009-02-11T00:00:00+01:00,WCQ,2009,El Salvador,Trinidad and Tobago,10,8,19,14,3.0,1.2,0.6,1.2,-72.628,False,TEAM_A,False,False,DRAW
5728,2009-02-11T00:00:00+01:00,WCQ,2009,Iran,South Korea,11,11,18,19,1.2,1.7,0.6,0.7,5.086,False,TEAM_A,False,False,DRAW
5729,2009-02-11T00:00:00+01:00,WCQ,2009,Republic of Ireland,Georgia,11,2,19,7,1.1,0.8,0.5,1.7,213.186,False,TEAM_A,False,False,TEAM_A_WIN
5730,2009-02-11T00:00:00+01:00,WCQ,2009,Japan,Australia,13,12,20,19,2.0,1.3,1.0,0.4,-8.227,False,TEAM_A,False,False,DRAW
5731,2009-02-11T00:00:00+01:00,WCQ,2009,North Korea,Saudi Arabia,8,10,19,19,1.3,1.8,0.5,1.0,-71.978,False,TEAM_A,False,False,TEAM_A_WIN
5732,2009-02-11T00:00:00+01:00,WCQ,2009,Malta,Albania,1,5,2,12,0.3,1.1,3.0,1.3,-233.844,False,TEAM_A,False,False,DRAW
5733,2009-02-11T00:00:00+01:00,WCQ,2009,San Marino,Northern Ireland,0,4,0,10,0.3,1.0,3.9,1.4,-225.721,False,TEAM_A,False,False,TEAM_B_WIN
5734,2009-02-11T00:00:00+01:00,WCQ,2009,United States,Mexico,12,7,22,16,2.5,2.0,0.6,1.0,14.098,False,TEAM_A,False,False,TEAM_A_WIN
5735,2009-02-11T00:00:00+01:00,WCQ,2009,Uzbekistan,Bahrain,4,2,19,13,2.0,1.0,1.2,1.0,58.141,False,TEAM_A,False,False,TEAM_B_WIN
5736,2009-03-28T00:00:00+01:00,WCQ,2009,Albania,Hungary,6,8,13,15,1.1,1.2,1.1,0.8,-128.673,False,TEAM_A,False,False,TEAM_B_WIN
5737,2009-03-28T00:00:00+01:00,WCQ,2009,Argentina,Venezuela,6,3,16,10,1.3,1.2,0.7,1.8,302.332,False,TEAM_A,False,False,TEAM_A_WIN
5738,2009-03-28T00:00:00+01:00,WCQ,2009,Armenia,Estonia,3,4,3,11,0.6,0.9,2.4,1.7,-19.148,False,TEAM_A,False,False,DRAW
5739,2009-03-28T00:00:00+01:00,WCQ,2009,Belgium,Bosnia and Herzegovina,8,6,15,19,1.8,2.1,1.0,0.7,82.795,False,TEAM_A,False,False,TEAM_B_WIN
5740,2009-03-28T00:00:00+01:00,WCQ,2009,Burkina Faso,Guinea,13,10,23,20,2.2,1.5,1.0,0.9,-40.698,False,TEAM_A,False,False,TEAM_A_WIN
5741,2009-03-28T00:00:00+01:00,WCQ,2009,Colombia,Bolivia,2,8,11,9,0.4,1.3,0.8,2.2,128.372,False,TEAM_A,False,False,TEAM_A_WIN
5742,2009-03-28T00:00:00+01:00,WCQ,2009,Cyprus,Georgia,1,2,4,7,0.7,0.7,1.7,1.6,-173.649,False,TEAM_A,False,False,TEAM_A_WIN
5743,2009-03-28T00:00:00+01:00,WCQ,2009,El Salvador,United States,8,12,17,24,2.0,2.6,0.8,0.5,-179.672,False,TEAM_A,False,False,DRAW
5744,2009-03-28T00:00:00+01:00,WCQ,2009,Germany,Liechtenstein,13,4,23,5,2.2,0.5,0.8,1.7,614.138,False,TEAM_A,False,False,TEAM_A_WIN
5745,2009-03-28T00:00:00+01:00,WCQ,2009,Iran,Saudi Arabia,9,7,18,19,1.2,1.8,0.6,1.0,40.519,False,TEAM_A,False,False,TEAM_B_WIN
5746,2009-03-28T00:00:00+01:00,WCQ,2009,Republic of Ireland,Bulgaria,11,7,19,11,1.1,1.0,0.6,1.5,126.997,False,TEAM_A,False,False,DRAW
5747,2009-03-28T00:00:00+01:00,WCQ,2009,Israel,Greece,11,12,18,19,1.7,1.4,1.1,0.5,-4.952,False,TEAM_A,False,False,DRAW
5748,2009-03-28T00:00:00+01:00,WCQ,2009,Japan,Bahrain,11,4,21,15,1.9,1.1,0.6,1.0,132.056,False,TEAM_A,False,False,TEAM_A_WIN
5749,2009-03-28T00:00:00+01:00,WCQ,2009,Kenya,Tunisia,10,13,11,15,0.8,1.6,1.1,1.1,-149.008,False,TEAM_A,False,False,TEAM_B_WIN
5750,2009-03-28T00:00:00+01:00,WCQ,2009,North Korea,United Arab Emirates,8,1,19,9,0.9,1.1,0.4,1.6,101.315,False,TEAM_A,False,False,TEAM_A_WIN
5751,2009-03-28T00:00:00+01:00,WCQ,2009,Lithuania,France,10,8,11,19,0.8,1.4,1.1,0.9,-296.186,False,TEAM_A,False,False,TEAM_B_WIN
5752,2009-03-28T00:00:00+01:00,WCQ,2009,Luxembourg,Latvia,4,4,4,9,0.4,0.8,3.1,1.5,-360.261,False,TEAM_A,False,False,TEAM_B_WIN
5753,2009-03-28T00:00:00+01:00,WCQ,2009,Malta,Denmark,1,13,3,23,0.3,2.3,2.7,0.8,-545.535,False,TEAM_A,False,False,TEAM_B_WIN
5754,2009-03-28T00:00:00+01:00,WCQ,2009,Mexico,Costa Rica,4,15,16,25,1.9,2.8,1.0,0.7,-8.663,False,TEAM_A,False,False,TEAM_A_WIN
5755,2009-03-28T00:00:00+01:00,WCQ,2009,Moldova,Switzerland,1,8,5,18,0.6,1.5,1.4,1.0,-327.728,False,TEAM_A,False,False,TEAM_B_WIN
5756,2009-03-28T00:00:00+01:00,WCQ,2009,Montenegro,Italy,2,11,2,24,1.0,1.6,1.333,0.4,-372.824,False,TEAM_A,False,False,TEAM_B_WIN
5757,2009-03-28T00:00:00+01:00,WCQ,2009,Morocco,Gabon,10,12,23,16,2.4,1.1,0.9,0.7,146.912,False,TEAM_A,False,False,TEAM_B_WIN
5758,2009-03-28T00:00:00+01:00,WCQ,2009,Netherlands,Scotland,10,7,23,15,1.4,1.0,0.3,0.7,222.989,False,TEAM_A,False,False,TEAM_A_WIN
5759,2009-03-28T00:00:00+01:00,WCQ,2009,Northern Ireland,Poland,7,10,13,16,1.3,1.3,1.0,1.2,-197.082,False,TEAM_A,False,False,TEAM_A_WIN
5760,2009-03-28T00:00:00+01:00,WCQ,2009,Portugal,Sweden,5,6,15,16,1.2,0.9,0.8,0.7,1.679,False,TEAM_A,False,False,DRAW
5761,2009-03-28T00:00:00+01:00,WCQ,2009,Romania,Serbia,10,9,19,16,1.3,1.5,1.0,1.4,12.716,False,TEAM_A,False,False,TEAM_B_WIN
5762,2009-03-28T00:00:00+01:00,WCQ,2009,Russia,Azerbaijan,10,2,19,2,1.7,0.0,0.6,2.0,322.35,False,TEAM_A,False,False,TEAM_A_WIN
5763,2009-03-28T00:00:00+01:00,WCQ,2009,Rwanda,Algeria,9,10,11,12,1.0,1.2,1.3,1.3,-54.785,False,TEAM_A,False,False,DRAW
5764,2009-03-28T00:00:00+01:00,WCQ,2009,Slovenia,Czech Republic,7,7,12,19,1.1,1.3,1.3,0.6,-101.2,False,TEAM_A,False,False,DRAW
5765,2009-03-28T00:00:00+01:00,WCQ,2009,Spain,Turkey,12,11,25,21,2.5,1.9,0.7,0.8,119.878,False,TEAM_A,False,False,TEAM_A_WIN
5766,2009-03-28T00:00:00+01:00,WCQ,2009,Sudan,Mali,9,9,13,18,1.2,2.0,1.8,1.4,-50.758,False,TEAM_A,False,False,DRAW
5767,2009-03-28T00:00:00+01:00,WCQ,2009,Togo,Cameroon,6,13,13,26,1.7,2.3,1.3,0.6,-191.01,True,NONE,False,False,TEAM_A_WIN
5768,2009-03-28T00:00:00+01:00,WCQ,2009,Trinidad and Tobago,Honduras,8,9,15,17,1.4,1.5,1.2,0.9,-16.348,False,TEAM_A,False,False,DRAW
5769,2009-03-28T00:00:00+01:00,WCQ,2009,Uruguay,Paraguay,8,10,13,23,1.9,1.8,1.0,0.6,-82.643,False,TEAM_A,False,False,TEAM_A_WIN
5770,2009-03-28T00:00:00+01:00,WCQ,2009,Uzbekistan,Qatar,1,7,16,14,1.8,0.9,1.3,1.4,-12.742,False,TEAM_A,False,False,TEAM_A_WIN
5771,2009-03-28T00:00:00+01:00,WCQ,2009,Wales,Finland,9,4,12,11,0.9,1.5,1.0,1.9,-47.765,False,TEAM_A,False,False,TEAM_B_WIN
5772,2009-03-29T00:00:00+01:00,WCQ,2009,Mozambique,Nigeria,8,15,11,26,1.2,2.3,1.2,0.6,-296.813,False,TEAM_A,False,False,DRAW
5773,2009-03-29T00:00:00+01:00,WCQ,2009,Ivory Coast,Malawi,9,9,18,15,1.8,2.0,0.9,1.5,170.121,False,TEAM_A,False,False,TEAM_A_WIN
5774,2009-03-29T00:00:00+01:00,WCQ,2009,Ecuador,Brazil,8,9,12,17,1.2,1.5,1.7,0.4,-171.182,False,TEAM_A,False,False,DRAW
5775,2009-03-29T00:00:00+01:00,WCQ,2009,Peru,Chile,4,9,7,16,0.5,1.4,2.0,1.3,-115.065,False,TEAM_A,False,False,TEAM_B_WIN
5776,2009-03-29T00:00:00+01:00,WCQ,2009,Egypt,Zambia,12,10,22,19,2.4,1.5,0.7,0.9,48.478,False,TEAM_A,False,False,DRAW
5777,2009-03-29T00:00:00+01:00,WCQ,2009,Ghana,Benin,9,12,18,15,1.5,1.5,1.1,1.7,192.053,False,TEAM_A,False,False,TEAM_A_WIN
5778,2009-03-31T00:00:00+02:00,WCQ,2009,Venezuela,Colombia,3,4,7,13,1.1,0.6,2.2,0.8,-158.018,False,TEAM_A,False,False,TEAM_A_WIN
5779,2009-04-01T00:00:00+02:00,WCQ,2009,Andorra,Croatia,0,8,1,14,0.2,1.2,3.3,0.8,-425.288,False,TEAM_A,False,False,TEAM_B_WIN
5780,2009-04-01T00:00:00+02:00,WCQ,2009,Australia,Uzbekistan,10,4,20,16,1.3,2.1,0.3,1.3,121.128,False,TEAM_A,False,False,TEAM_A_WIN
5781,2009-04-01T00:00:00+02:00,WCQ,2009,Austria,Romania,7,7,14,19,1.2,1.5,1.1,1.1,-99.042,False,TEAM_A,False,False,TEAM_A_WIN
5782,2009-04-01T00:00:00+02:00,WCQ,2009,Bahrain,Qatar,4,4,12,14,1.0,0.9,1.1,1.5,-11.34,False,TEAM_A,False,False,TEAM_A_WIN
5783,2009-04-01T00:00:00+02:00,WCQ,2009,Bosnia and Herzegovina,Belgium,9,7,19,12,2.2,1.8,0.8,1.3,-28.209,False,TEAM_A,False,False,TEAM_A_WIN
5784,2009-04-01T00:00:00+02:00,WCQ,2009,Bulgaria,Cyprus,5,4,12,7,1.1,0.9,1.3,1.6,256.813,False,TEAM_A,False,False,TEAM_A_WIN
5785,2009-04-01T00:00:00+02:00,WCQ,2009,Costa Rica,El Salvador,12,6,25,15,2.7,1.8,0.7,1.0,116.767,False,TEAM_A,False,False,TEAM_A_WIN
5786,2009-04-01T00:00:00+02:00,WCQ,2009,Czech Republic,Slovakia,8,10,17,16,1.0,1.2,0.6,1.2,53.603,False,TEAM_A,False,False,TEAM_B_WIN
5787,2009-04-01T00:00:00+02:00,WCQ,2009,Denmark,Albania,13,5,23,10,2.3,0.8,0.8,1.0,348.808,False,TEAM_A,False,False,TEAM_A_WIN
5788,2009-04-01T00:00:00+02:00,WCQ,2009,England,Ukraine,13,8,26,15,2.2,1.1,0.6,1.1,159.855,False,TEAM_A,False,False,TEAM_A_WIN
5789,2009-04-01T00:00:00+02:00,WCQ,2009,Estonia,Armenia,2,1,11,4,1.0,0.8,1.8,2.4,22.691,False,TEAM_A,False,False,TEAM_A_WIN
5790,2009-04-01T00:00:00+02:00,WCQ,2009,France,Lithuania,8,9,21,10,1.5,0.7,0.9,1.1,311.794,False,TEAM_A,False,False,TEAM_A_WIN
5791,2009-04-01T00:00:00+02:00,WCQ,2009,Georgia,Montenegro,2,2,4,2,0.6,0.75,1.7,1.5,-66.56,False,TEAM_A,False,False,DRAW
5792,2009-04-01T00:00:00+02:00,WCQ,2009,Greece,Israel,10,9,17,18,1.3,1.7,0.6,1.1,10.11,False,TEAM_A,False,False,TEAM_A_WIN
5793,2009-04-01T00:00:00+02:00,WCQ,2009,Honduras,Mexico,7,4,17,19,1.6,2.0,1.0,0.8,-62.198,False,TEAM_A,False,False,TEAM_A_WIN
5794,2009-04-01T00:00:00+02:00,WCQ,2009,Hungary,Malta,10,1,17,3,1.2,0.3,0.7,2.4,360.858,False,TEAM_A,False,False,TEAM_A_WIN
5795,2009-04-01T00:00:00+02:00,WCQ,2009,Italy,Republic of Ireland,13,11,26,19,1.7,1.1,0.3,0.6,205.132,False,TEAM_A,False,False,DRAW
5796,2009-04-01T00:00:00+02:00,WCQ,2009,Kazakhstan,Belarus,3,6,4,9,0.9,0.8,2.5,1.4,-73.999,False,TEAM_A,False,False,TEAM_B_WIN
5797,2009-04-01T00:00:00+02:00,WCQ,2009,South Korea,North Korea,9,10,20,19,1.8,1.0,0.6,0.4,59.372,False,TEAM_A,False,False,TEAM_A_WIN
5798,2009-04-01T00:00:00+02:00,WCQ,2009,Latvia,Luxembourg,7,4,12,4,1.2,0.4,1.3,3.1,371.745,False,TEAM_A,False,False,TEAM_A_WIN
5799,2009-04-01T00:00:00+02:00,WCQ,2009,Liechtenstein,Russia,1,10,5,21,0.4,1.8,1.9,0.5,-379.035,False,TEAM_A,False,False,TEAM_B_WIN
5800,2009-04-01T00:00:00+02:00,WCQ,2009,Netherlands,North Macedonia,12,4,23,8,1.3,0.7,0.3,2.0,409.737,False,TEAM_A,False,False,TEAM_A_WIN
5801,2009-04-01T00:00:00+02:00,WCQ,2009,Northern Ireland,Slovenia,10,8,16,12,1.6,1.0,1.1,1.2,-61.646,False,TEAM_A,False,False,TEAM_A_WIN
5802,2009-04-01T00:00:00+02:00,WCQ,2009,Poland,San Marino,7,0,13,0,1.2,0.3,1.3,3.7,416.142,False,TEAM_A,False,False,TEAM_A_WIN
5803,2009-04-01T00:00:00+02:00,WCQ,2009,Saudi Arabia,United Arab Emirates,7,1,19,6,1.8,0.9,1.1,1.8,167.664,False,TEAM_A,False,False,TEAM_A_WIN
5804,2009-04-01T00:00:00+02:00,WCQ,2009,Scotland,Iceland,7,4,15,7,1.0,1.4,0.8,2.3,201.659,False,TEAM_A,False,False,TEAM_A_WIN
5805,2009-04-01T00:00:00+02:00,WCQ,2009,Switzerland,Moldova,10,1,18,4,1.5,0.6,1.0,1.6,341.18,False,TEAM_A,False,False,TEAM_A_WIN
5806,2009-04-01T00:00:00+02:00,WCQ,2009,Turkey,Spain,8,15,18,25,1.3,2.1,0.9,0.6,-141.743,False,TEAM_A,False,False,TEAM_B_WIN
5807,2009-04-01T00:00:00+02:00,WCQ,2009,United States,Trinidad and Tobago,10,9,25,16,2.7,1.5,0.5,1.1,104.441,False,TEAM_A,False,False,TEAM_A_WIN
5808,2009-04-01T00:00:00+02:00,WCQ,2009,Wales,Germany,6,13,12,23,0.9,2.5,1.0,0.8,-428.444,False,TEAM_A,False,False,TEAM_B_WIN
5809,2009-04-01T00:00:00+02:00,WCQ,2009,Bolivia,Argentina,5,8,9,16,1.3,1.5,1.9,0.7,-303.084,False,TEAM_A,False,False,TEAM_A_WIN
5810,2009-04-01T00:00:00+02:00,WCQ,2009,Ecuador,Paraguay,8,10,13,22,1.3,1.8,1.7,0.8,-52.059,False,TEAM_A,False,False,DRAW
5811,2009-04-01T00:00:00+02:00,WCQ,2009,Chile,Uruguay,9,8,19,13,1.7,1.6,1.2,1.0,-37.182,False,TEAM_A,False,False,DRAW
5812,2009-04-01T00:00:00+02:00,WCQ,2009,Brazil,Peru,9,4,17,6,1.6,0.6,0.5,2.3,329.449,False,TEAM_A,False,False,TEAM_A_WIN
5813,2009-06-03T00:00:00+02:00,WCQ,2009,Costa Rica,United States,12,10,27,25,2.6,2.2,0.5,0.5,-49.21,False,TEAM_A,False,False,TEAM_A_WIN
5814,2009-06-06T00:00:00+02:00,WCQ,2009,Albania,Portugal,2,6,10,13,0.7,1.0,1.0,0.8,-354.285,False,TEAM_A,False,False,TEAM_B_WIN
5815,2009-06-06T00:00:00+02:00,WCQ,2009,Argentina,Colombia,7,4,13,12,1.4,0.6,1.3,1.0,147.198,False,TEAM_A,False,False,TEAM_A_WIN
5816,2009-06-06T00:00:00+02:00,WCQ,2009,Azerbaijan,Wales,1,3,2,12,0.0,0.9,2.1,1.1,-135.047,False,TEAM_A,False,False,TEAM_B_WIN
5817,2009-06-06T00:00:00+02:00,WCQ,2009,Belarus,Andorra,6,0,11,1,1.2,0.2,1.4,3.1,210.948,False,TEAM_A,False,False,TEAM_A_WIN
5818,2009-06-06T00:00:00+02:00,WCQ,2009,Bolivia,Venezuela,8,6,11,10,1.9,1.3,2.0,2.0,14.967,False,TEAM_A,False,False,TEAM_B_WIN
5819,2009-06-06T00:00:00+02:00,WCQ,2009,Bulgaria,Republic of Ireland,7,9,14,19,1.2,1.0,1.2,0.5,-114.89,False,TEAM_A,False,False,DRAW
5820,2009-06-06T00:00:00+02:00,WCQ,2009,Croatia,Ukraine,10,7,16,15,1.3,1.2,0.7,1.2,29.086,False,TEAM_A,False,False,DRAW
5821,2009-06-06T00:00:00+02:00,WCQ,2009,Cyprus,Montenegro,4,3,7,3,0.8,0.6,1.6,1.2,-191.433,False,TEAM_A,False,False,DRAW
5822,2009-06-06T00:00:00+02:00,WCQ,2009,El Salvador,Mexico,5,4,15,16,1.8,1.9,1.0,1.1,-133.74,False,TEAM_A,False,False,TEAM_A_WIN
5823,2009-06-06T00:00:00+02:00,WCQ,2009,Finland,Liechtenstein,7,1,14,5,1.4,0.4,1.5,1.8,280.658,False,TEAM_A,False,False,TEAM_A_WIN
5824,2009-06-06T00:00:00+02:00,WCQ,2009,Gabon,Togo,12,9,19,15,1.3,1.6,0.7,1.1,0.637,False,TEAM_A,False,False,TEAM_A_WIN
5825,2009-06-06T00:00:00+02:00,WCQ,2009,Iceland,Netherlands,4,15,7,23,1.5,1.5,2.1,0.3,-448.665,False,TEAM_A,False,False,TEAM_B_WIN
5826,2009-06-06T00:00:00+02:00,WCQ,2009,Kazakhstan,England,3,15,4,26,1.0,2.2,2.4,0.6,-483.022,False,TEAM_A,False,False,TEAM_B_WIN
5827,2009-06-06T00:00:00+02:00,WCQ,2009,North Korea,Iran,7,6,18,17,1.0,1.3,0.5,0.8,-46.978,False,TEAM_A,False,False,DRAW
5828,2009-06-06T00:00:00+02:00,WCQ,2009,Lithuania,Romania,6,4,10,16,0.7,1.4,1.1,1.2,-128.931,False,TEAM_A,False,False,TEAM_B_WIN
5829,2009-06-06T00:00:00+02:00,WCQ,2009,North Macedonia,Norway,4,2,7,12,0.7,0.8,2.4,0.9,-165.49,False,TEAM_A,False,False,DRAW
5830,2009-06-06T00:00:00+02:00,WCQ,2009,Malawi,Burkina Faso,9,13,15,26,1.9,2.5,1.6,1.0,-116.75,False,TEAM_A,False,False,TEAM_B_WIN
5831,2009-06-06T00:00:00+02:00,WCQ,2009,Paraguay,Chile,10,10,20,17,1.8,1.5,0.9,1.2,76.698,False,TEAM_A,False,False,TEAM_B_WIN
5832,2009-06-06T00:00:00+02:00,WCQ,2009,Qatar,Australia,1,13,11,20,0.7,1.2,1.6,0.3,-172.773,False,TEAM_A,False,False,DRAW
5833,2009-06-06T00:00:00+02:00,WCQ,2009,Serbia,Austria,12,7,18,14,1.7,1.2,1.5,1.2,110.665,False,TEAM_A,False,False,TEAM_A_WIN
5834,2009-06-06T00:00:00+02:00,WCQ,2009,Slovakia,San Marino,12,0,18,0,1.4,0.2,1.3,4.5,406.792,False,TEAM_A,False,False,TEAM_A_WIN
5835,2009-06-06T00:00:00+02:00,WCQ,2009,Sweden,Denmark,6,13,14,26,0.8,2.6,0.7,0.7,2.386,False,TEAM_A,False,False,TEAM_B_WIN
5836,2009-06-06T00:00:00+02:00,WCQ,2009,Trinidad and Tobago,Costa Rica,8,12,16,27,1.4,2.6,1.2,0.6,-98.49,False,TEAM_A,False,False,TEAM_B_WIN
5837,2009-06-06T00:00:00+02:00,WCQ,2009,Tunisia,Mozambique,13,9,17,12,1.6,1.2,1.0,1.1,222.433,False,TEAM_A,False,False,TEAM_A_WIN
5838,2009-06-06T00:00:00+02:00,WCQ,2009,United Arab Emirates,South Korea,1,11,5,20,1.0,1.5,2.0,0.6,-207.081,False,TEAM_A,False,False,TEAM_B_WIN
5839,2009-06-06T00:00:00+02:00,WCQ,2009,Uruguay,Brazil,6,9,14,17,1.6,1.4,0.9,0.5,-147.916,False,TEAM_A,False,False,TEAM_B_WIN
5840,2009-06-06T00:00:00+02:00,WCQ,2009,United States,Honduras,10,7,22,17,2.2,1.5,0.8,1.1,55.227,False,TEAM_A,False,False,TEAM_A_WIN
5841,2009-06-06T00:00:00+02:00,WCQ,2009,Uzbekistan,Japan,4,11,13,21,1.8,1.6,1.5,0.5,-129.375,False,TEAM_A,False,False,TEAM_B_WIN
5842,2009-06-06T00:00:00+02:00,WCQ,2009,Zambia,Rwanda,8,10,17,11,1.3,0.9,0.8,1.2,126.835,False,TEAM_A,False,False,TEAM_A_WIN
5843,2009-06-07T00:00:00+02:00,WCQ,2009,Cameroon,Morocco,10,9,23,20,1.9,2.0,0.6,1.0,43.965,False,TEAM_A,False,False,DRAW
5844,2009-06-07T00:00:00+02:00,WCQ,2009,Guinea,Ivory Coast,10,11,17,18,1.6,2.0,1.3,0.8,-69.181,False,TEAM_A,False,False,TEAM_B_WIN
5845,2009-06-07T00:00:00+02:00,WCQ,2009,Peru,Ecuador,1,6,6,14,0.6,1.4,2.4,1.3,-175.844,False,TEAM_A,False,False,TEAM_B_WIN
5846,2009-06-07T00:00:00+02:00,WCQ,2009,Algeria,Egypt,8,10,13,20,1.1,1.9,1.1,0.7,-110.036,False,TEAM_A,False,False,TEAM_A_WIN
5847,2009-06-07T00:00:00+02:00,WCQ,2009,Benin,Sudan,9,7,15,14,1.4,1.2,1.4,1.3,-19.967,False,TEAM_A,False,False,TEAM_A_WIN
5848,2009-06-07T00:00:00+02:00,WCQ,2009,Mali,Ghana,7,9,16,21,1.7,1.6,1.4,0.9,-137.326,False,TEAM_A,False,False,TEAM_B_WIN
5849,2009-06-07T00:00:00+02:00,WCQ,2009,Nigeria,Kenya,13,7,26,10,2.2,0.9,0.5,1.3,227.851,False,TEAM_A,False,False,TEAM_A_WIN
5850,2009-06-10T00:00:00+02:00,WCQ,2009,Australia,Bahrain,11,7,20,12,1.2,1.0,0.3,1.1,141.758,False,TEAM_A,False,False,TEAM_A_WIN
5851,2009-06-10T00:00:00+02:00,WCQ,2009,Brazil,Paraguay,11,7,19,17,1.7,1.3,0.4,1.0,151.371,False,TEAM_A,False,False,TEAM_A_WIN
5852,2009-06-10T00:00:00+02:00,WCQ,2009,Chile,Bolivia,10,7,19,11,1.5,1.9,1.0,1.8,161.769,False,TEAM_A,False,False,TEAM_A_WIN
5853,2009-06-10T00:00:00+02:00,WCQ,2009,Colombia,Peru,4,0,9,5,0.5,0.6,1.1,2.5,134.213,False,TEAM_A,False,False,TEAM_A_WIN
5854,2009-06-10T00:00:00+02:00,WCQ,2009,Ecuador,Argentina,8,9,17,13,1.5,1.2,0.9,1.3,-98.911,False,TEAM_A,False,False,TEAM_A_WIN
5855,2009-06-10T00:00:00+02:00,WCQ,2009,England,Andorra,15,0,26,1,2.5,0.2,0.6,2.8,593.069,False,TEAM_A,False,False,TEAM_A_WIN
5856,2009-06-10T00:00:00+02:00,WCQ,2009,Faroe Islands,Serbia,1,12,1,18,0.3,1.6,2.0,1.5,-471.48,False,TEAM_A,False,False,TEAM_B_WIN
5857,2009-06-10T00:00:00+02:00,WCQ,2009,Finland,Russia,10,12,17,21,1.6,1.7,1.2,0.5,-103.651,False,TEAM_A,False,False,TEAM_B_WIN
5858,2009-06-10T00:00:00+02:00,WCQ,2009,Honduras,El Salvador,7,5,16,15,1.4,1.7,1.1,1.0,74.096,False,TEAM_A,False,False,TEAM_A_WIN
5859,2009-06-10T00:00:00+02:00,WCQ,2009,Iran,United Arab Emirates,6,1,17,4,1.1,1.0,0.6,2.2,178.58,False,TEAM_A,False,False,TEAM_A_WIN
5860,2009-06-10T00:00:00+02:00,WCQ,2009,Japan,Qatar,11,1,24,11,1.7,0.7,0.4,1.6,167.99,False,TEAM_A,False,False,DRAW
5861,2009-06-10T00:00:00+02:00,WCQ,2009,South Korea,Saudi Arabia,13,9,22,22,1.7,2.1,0.6,1.0,33.171,False,TEAM_A,False,False,DRAW
5862,2009-06-10T00:00:00+02:00,WCQ,2009,North Macedonia,Iceland,4,3,8,7,0.6,1.4,2.2,2.0,43.707,False,TEAM_A,False,False,TEAM_A_WIN
5863,2009-06-10T00:00:00+02:00,WCQ,2009,Mexico,Trinidad and Tobago,3,5,13,13,1.3,1.4,1.3,1.5,65.856,False,TEAM_A,False,False,TEAM_A_WIN
5864,2009-06-10T00:00:00+02:00,WCQ,2009,Netherlands,Norway,15,3,25,12,1.7,0.8,0.4,0.9,259.619,False,TEAM_A,False,False,TEAM_A_WIN
5865,2009-06-10T00:00:00+02:00,WCQ,2009,Sweden,Malta,6,1,14,3,0.8,0.2,0.7,2.3,536.386,False,TEAM_A,False,False,TEAM_A_WIN
5866,2009-06-10T00:00:00+02:00,WCQ,2009,Ukraine,Kazakhstan,8,0,15,4,1.2,0.9,1.2,2.6,312.294,False,TEAM_A,False,False,TEAM_A_WIN
5867,2009-06-10T00:00:00+02:00,WCQ,2009,Venezuela,Uruguay,9,5,13,13,1.4,1.4,1.9,1.1,-126.505,False,TEAM_A,False,False,DRAW
5868,2009-06-17T00:00:00+02:00,WCQ,2009,Australia,Japan,11,11,20,22,1.3,1.5,0.3,0.5,12.294,False,TEAM_A,False,False,TEAM_A_WIN
5869,2009-06-17T00:00:00+02:00,WCQ,2009,Bahrain,Uzbekistan,6,4,9,10,0.7,1.1,1.1,1.3,-0.118,False,TEAM_A,False,False,TEAM_A_WIN
5870,2009-06-17T00:00:00+02:00,WCQ,2009,South Korea,Iran,11,6,22,19,1.5,1.2,0.4,0.6,38.397,False,TEAM_A,False,False,DRAW
5871,2009-06-17T00:00:00+02:00,WCQ,2009,Saudi Arabia,North Korea,7,7,20,18,1.7,1.0,0.9,0.5,70.409,False,TEAM_A,False,False,DRAW
5872,2009-06-20T00:00:00+02:00,WCQ,2009,Burkina Faso,Ivory Coast,13,13,26,21,2.4,2.1,1.0,0.7,-73.644,False,TEAM_A,False,False,TEAM_B_WIN
5873,2009-06-20T00:00:00+02:00,WCQ,2009,Kenya,Mozambique,4,8,10,9,0.9,1.0,1.5,1.2,44.701,False,TEAM_A,False,False,TEAM_A_WIN
5874,2009-06-20T00:00:00+02:00,WCQ,2009,Morocco,Togo,7,6,18,12,1.9,1.3,1.0,1.4,109.417,False,TEAM_A,False,False,DRAW
5875,2009-06-20T00:00:00+02:00,WCQ,2009,Sudan,Ghana,7,12,11,21,1.1,1.6,1.4,0.9,-221.349,False,TEAM_A,False,False,TEAM_B_WIN
5876,2009-06-20T00:00:00+02:00,WCQ,2009,Tunisia,Nigeria,13,13,19,28,1.6,2.4,0.8,0.4,-49.766,False,TEAM_A,False,False,DRAW
5877,2009-06-20T00:00:00+02:00,WCQ,2009,Zambia,Algeria,11,11,17,15,1.2,1.2,0.8,1.0,59.797,False,TEAM_A,False,False,TEAM_B_WIN
5878,2009-06-21T00:00:00+02:00,WCQ,2009,Guinea,Malawi,7,6,17,15,1.7,1.8,1.3,1.4,115.827,False,TEAM_A,False,False,TEAM_A_WIN
